Time [yyyy.MM.dd HH:mm:ss],cTR1 [g/m3]
2024.08.26 01:00:00,1.26462273329E-05
2024.08.26 02:00:00,1.24293355839E-05
2024.08.26 03:00:00,1.22431147247E-05
2024.08.26 04:00:00,1.20978484119E-05
2024.08.26 05:00:00,1.19822152556E-05
2024.08.26 06:00:00,1.18785828818E-05
2024.08.26 07:00:00,1.1743441064E-05
2024.08.26 08:00:00,1.15069733511E-05
2024.08.26 09:00:00,1.11686695163E-05
2024.08.26 10:00:00,1.08591511889E-05
2024.08.26 11:00:00,1.06988209154E-05
2024.08.26 12:00:00,1.06111274363E-05
2024.08.26 13:00:00,1.04638793346E-05
2024.08.26 14:00:00,1.02846352092E-05
2024.08.26 15:00:00,1.00888710222E-05
2024.08.26 16:00:00,9.90437638393E-06
2024.08.26 17:00:00,9.73633086687E-06
2024.08.26 18:00:00,9.60635679803E-06
2024.08.26 19:00:00,9.51346373768E-06
2024.08.26 20:00:00,9.41928101383E-06
2024.08.26 21:00:00,9.30847272684E-06
2024.08.26 22:00:00,9.19320609682E-06
2024.08.26 23:00:00,9.08634046937E-06
2024.08.27 00:00:00,9.00748273125E-06
2024.08.27 01:00:00,8.97374957276E-06
2024.08.27 02:00:00,8.99317819858E-06
2024.08.27 03:00:00,9.05263368622E-06
2024.08.27 04:00:00,9.17186480365E-06
2024.08.27 05:00:00,9.31219437916E-06
2024.08.27 06:00:00,9.46983163885E-06
2024.08.27 07:00:00,9.59454973781E-06
2024.08.27 08:00:00,9.72731595539E-06
2024.08.27 09:00:00,9.87037128652E-06
2024.08.27 10:00:00,1.0012079656E-05
2024.08.27 11:00:00,1.01284895209E-05
2024.08.27 12:00:00,1.01980267573E-05
2024.08.27 13:00:00,1.03863485492E-05
2024.08.27 14:00:00,1.08084232124E-05
2024.08.27 15:00:00,1.13203168439E-05
2024.08.27 16:00:00,1.18517091323E-05
2024.08.27 17:00:00,1.2385376067E-05
2024.08.27 18:00:00,1.2800184777E-05
2024.08.27 19:00:00,1.31110791699E-05
2024.08.27 20:00:00,1.33648682095E-05
2024.08.27 21:00:00,1.35546370075E-05
2024.08.27 22:00:00,1.37345132316E-05
2024.08.27 23:00:00,1.39007397593E-05
2024.08.28 00:00:00,1.40270012707E-05
2024.08.28 01:00:00,1.41050823004E-05
2024.08.28 02:00:00,1.41513773997E-05
2024.08.28 03:00:00,1.41792570503E-05
2024.08.28 04:00:00,1.42109656736E-05
2024.08.28 05:00:00,1.42622357089E-05
2024.08.28 06:00:00,1.43360857692E-05
2024.08.28 07:00:00,1.44082032421E-05
2024.08.28 08:00:00,1.44730001921E-05
2024.08.28 09:00:00,1.45370031532E-05
2024.08.28 10:00:00,1.46111524373E-05
2024.08.28 11:00:00,1.46960155689E-05
2024.08.28 12:00:00,1.48233903019E-05
2024.08.28 13:00:00,1.50106034198E-05
2024.08.28 14:00:00,1.52499924297E-05
2024.08.28 15:00:00,1.54776316776E-05
2024.08.28 16:00:00,1.56401729328E-05
2024.08.28 17:00:00,1.57183367264E-05
2024.08.28 18:00:00,1.57479444169E-05
2024.08.28 19:00:00,1.57252015924E-05
2024.08.28 20:00:00,1.56595961016E-05
2024.08.28 21:00:00,1.5605801309E-05
2024.08.28 22:00:00,1.55703291966E-05
2024.08.28 23:00:00,1.55520210683E-05
2024.08.29 00:00:00,1.55023299158E-05
2024.08.29 01:00:00,1.54557037604E-05
2024.08.29 02:00:00,1.53558503371E-05
2024.08.29 03:00:00,1.52251805048E-05
2024.08.29 04:00:00,1.50887844939E-05
2024.08.29 05:00:00,1.49712432176E-05
2024.08.29 06:00:00,1.48763892867E-05
2024.08.29 07:00:00,1.48039143824E-05
2024.08.29 08:00:00,1.47299087985E-05
2024.08.29 09:00:00,1.46527827383E-05
2024.08.29 10:00:00,1.4566824575E-05
2024.08.29 11:00:00,1.44737732626E-05
2024.08.29 12:00:00,1.43599418152E-05
2024.08.29 13:00:00,1.42231247082E-05
2024.08.29 14:00:00,1.40659503813E-05
2024.08.29 15:00:00,1.38971590786E-05
2024.08.29 16:00:00,1.37201504913E-05
2024.08.29 17:00:00,1.35450072776E-05
2024.08.29 18:00:00,1.33785188154E-05
2024.08.29 19:00:00,1.32289515022E-05
2024.08.29 20:00:00,1.30946209538E-05
2024.08.29 21:00:00,1.29723375721E-05
2024.08.29 22:00:00,1.28561323436E-05
2024.08.29 23:00:00,1.27442699522E-05
2024.08.30 00:00:00,1.26412487589E-05
2024.08.30 01:00:00,1.25453216242E-05
2024.08.30 02:00:00,1.24586131278E-05
2024.08.30 03:00:00,1.23835834529E-05
2024.08.30 04:00:00,1.23218433146E-05
2024.08.30 05:00:00,1.22722804008E-05
2024.08.30 06:00:00,1.22329902297E-05
2024.08.30 07:00:00,1.22010660562E-05
2024.08.30 08:00:00,1.21734019558E-05
2024.08.30 09:00:00,1.21482298709E-05
2024.08.30 10:00:00,1.21310722534E-05
2024.08.30 11:00:00,1.21244174807E-05
2024.08.30 12:00:00,1.21172870422E-05
2024.08.30 13:00:00,1.21071698231E-05
2024.08.30 14:00:00,1.20978738778E-05
2024.08.30 15:00:00,1.20851163956E-05
2024.08.30 16:00:00,1.20597205751E-05
2024.08.30 17:00:00,1.20278054965E-05
2024.08.30 18:00:00,1.20033746498E-05
2024.08.30 19:00:00,1.19900769278E-05
2024.08.30 20:00:00,1.19876658573E-05
2024.08.30 21:00:00,1.19899277706E-05
2024.08.30 22:00:00,1.19949700093E-05
2024.08.30 23:00:00,1.20001996038E-05
2024.08.31 00:00:00,1.20034219435E-05
2024.08.31 01:00:00,1.20109198178E-05
2024.08.31 02:00:00,1.2025916476E-05
2024.08.31 03:00:00,1.20458726087E-05
2024.08.31 04:00:00,1.20711156342E-05
2024.08.31 05:00:00,1.2097493709E-05
2024.08.31 06:00:00,1.21255889098E-05
2024.08.31 07:00:00,1.21564416986E-05
2024.08.31 08:00:00,1.21875773402E-05
2024.08.31 09:00:00,1.22143510453E-05
2024.08.31 10:00:00,1.22343608382E-05
2024.08.31 11:00:00,1.2258172319E-05
2024.08.31 12:00:00,1.23084173538E-05
2024.08.31 13:00:00,1.23875652207E-05
2024.08.31 14:00:00,1.25066126202E-05
2024.08.31 15:00:00,1.26549466586E-05
2024.08.31 16:00:00,1.27825633172E-05
2024.08.31 17:00:00,1.28706051328E-05
2024.08.31 18:00:00,1.2919663277E-05
2024.08.31 19:00:00,1.29362988446E-05
2024.08.31 20:00:00,1.2943442016E-05
2024.08.31 21:00:00,1.29549925987E-05
2024.08.31 22:00:00,1.29703648781E-05
2024.08.31 23:00:00,1.29971749629E-05
2024.09.01 00:00:00,1.30425323732E-05
2024.09.01 01:00:00,1.31006227093E-05
2024.09.01 02:00:00,1.31627548399E-05
2024.09.01 03:00:00,1.32271725306E-05
2024.09.01 04:00:00,1.32831555675E-05
2024.09.01 05:00:00,1.33408566398E-05
2024.09.01 06:00:00,1.33866169563E-05
2024.09.01 07:00:00,1.34183628688E-05
2024.09.01 08:00:00,1.34538368002E-05
2024.09.01 09:00:00,1.34936472023E-05
2024.09.01 10:00:00,1.35430436785E-05
2024.09.01 11:00:00,1.3608527297E-05
2024.09.01 12:00:00,1.36872195071E-05
2024.09.01 13:00:00,1.37662727866E-05
2024.09.01 14:00:00,1.38300138133E-05
2024.09.01 15:00:00,1.38663754115E-05
2024.09.01 16:00:00,1.38768155011E-05
2024.09.01 17:00:00,1.38801260618E-05
2024.09.01 18:00:00,1.38824498208E-05
2024.09.01 19:00:00,1.38833383971E-05
2024.09.01 20:00:00,1.38848799907E-05
2024.09.01 21:00:00,1.38858868013E-05
2024.09.01 22:00:00,1.38848554343E-05
2024.09.01 23:00:00,1.38877621794E-05
2024.09.02 00:00:00,1.38961286211E-05
2024.09.02 01:00:00,1.39054764077E-05
2024.09.02 02:00:00,1.39123994813E-05
2024.09.02 03:00:00,1.3922155631E-05
2024.09.02 04:00:00,1.39496642078E-05
2024.09.02 05:00:00,1.39862459037E-05
2024.09.02 06:00:00,1.40251149787E-05
2024.09.02 07:00:00,1.4075879335E-05
2024.09.02 08:00:00,1.41462205647E-05
2024.09.02 09:00:00,1.42313474498E-05
2024.09.02 10:00:00,1.43426786963E-05
2024.09.02 11:00:00,1.44935784192E-05
2024.09.02 12:00:00,1.46265720105E-05
2024.09.02 13:00:00,1.47164528244E-05
2024.09.02 14:00:00,1.47820073835E-05
2024.09.02 15:00:00,1.48744657054E-05
2024.09.02 16:00:00,1.49922843775E-05
2024.09.02 17:00:00,1.50954783749E-05
2024.09.02 18:00:00,1.51732665472E-05
2024.09.02 19:00:00,1.51978802023E-05
2024.09.02 20:00:00,1.51603562699E-05
2024.09.02 21:00:00,1.50915493577E-05
2024.09.02 22:00:00,1.50200412463E-05
2024.09.02 23:00:00,1.49567649714E-05
2024.09.03 00:00:00,1.49063025674E-05
2024.09.03 01:00:00,1.48663320942E-05
2024.09.03 02:00:00,1.48436774907E-05
2024.09.03 03:00:00,1.48297713167E-05
2024.09.03 04:00:00,1.48174940477E-05
2024.09.03 05:00:00,1.48006029121E-05
2024.09.03 06:00:00,1.47725631905E-05
2024.09.03 07:00:00,1.47328391904E-05
2024.09.03 08:00:00,1.46829088408E-05
2024.09.03 09:00:00,1.46152979141E-05
2024.09.03 10:00:00,1.45161220644E-05
2024.09.03 11:00:00,1.44087780427E-05
2024.09.03 12:00:00,1.43237830343E-05
2024.09.03 13:00:00,1.42587468872E-05
2024.09.03 14:00:00,1.41801783684E-05
2024.09.03 15:00:00,1.4098201973E-05
2024.09.03 16:00:00,1.40562124216E-05
2024.09.03 17:00:00,1.40643614941E-05
2024.09.03 18:00:00,1.40817328429E-05
2024.09.03 19:00:00,1.40725042002E-05
2024.09.03 20:00:00,1.4005675439E-05
2024.09.03 21:00:00,1.38971900014E-05
2024.09.03 22:00:00,1.37617444125E-05
2024.09.03 23:00:00,1.36150047183E-05
2024.09.04 00:00:00,1.34767487907E-05
2024.09.04 01:00:00,1.33555367938E-05
2024.09.04 02:00:00,1.32613313326E-05
2024.09.04 03:00:00,1.31906599563E-05
2024.09.04 04:00:00,1.3132427739E-05
2024.09.04 05:00:00,1.30867201733E-05
2024.09.04 06:00:00,1.30425532916E-05
2024.09.04 07:00:00,1.29818517962E-05
2024.09.04 08:00:00,1.29030495373E-05
2024.09.04 09:00:00,1.2818639334E-05
2024.09.04 10:00:00,1.27582407004E-05
2024.09.04 11:00:00,1.27328785311E-05
2024.09.04 12:00:00,1.27352695927E-05
2024.09.04 13:00:00,1.27841240101E-05
2024.09.04 14:00:00,1.29024156195E-05
2024.09.04 15:00:00,1.30625867314E-05
2024.09.04 16:00:00,1.32282921186E-05
2024.09.04 17:00:00,1.3356711861E-05
2024.09.04 18:00:00,1.3423738892E-05
2024.09.04 19:00:00,1.3456958186E-05
2024.09.04 20:00:00,1.34770725708E-05
2024.09.04 21:00:00,1.350081493E-05
2024.09.04 22:00:00,1.35374821184E-05
2024.09.04 23:00:00,1.35868067446E-05
2024.09.05 00:00:00,1.36411554195E-05
2024.09.05 01:00:00,1.37054739753E-05
2024.09.05 02:00:00,1.37638962769E-05
2024.09.05 03:00:00,1.37990764415E-05
2024.09.05 04:00:00,1.38052337206E-05
2024.09.05 05:00:00,1.37861507028E-05
2024.09.05 06:00:00,1.37589368023E-05
2024.09.05 07:00:00,1.37326878757E-05
2024.09.05 08:00:00,1.37121060106E-05
2024.09.05 09:00:00,1.37035867738E-05
2024.09.05 10:00:00,1.37110237119E-05
2024.09.05 11:00:00,1.37274128065E-05
2024.09.05 12:00:00,1.37513306981E-05
2024.09.05 13:00:00,1.37827637445E-05
2024.09.05 14:00:00,1.38240257002E-05
2024.09.05 15:00:00,1.38693530971E-05
2024.09.05 16:00:00,1.39038802445E-05
2024.09.05 17:00:00,1.39197718454E-05
2024.09.05 18:00:00,1.39120129461E-05
2024.09.05 19:00:00,1.38810673889E-05
2024.09.05 20:00:00,1.38426303238E-05
2024.09.05 21:00:00,1.37966126204E-05
2024.09.05 22:00:00,1.37544147947E-05
2024.09.05 23:00:00,1.37205961437E-05
2024.09.06 00:00:00,1.36954249683E-05
2024.09.06 01:00:00,1.36745911732E-05
2024.09.06 02:00:00,1.36583321364E-05
2024.09.06 03:00:00,1.36466760523E-05
2024.09.06 04:00:00,1.36359876706E-05
2024.09.06 05:00:00,1.3623891391E-05
2024.09.06 06:00:00,1.36089165608E-05
2024.09.06 07:00:00,1.35970822157E-05
2024.09.06 08:00:00,1.35872687679E-05
2024.09.06 09:00:00,1.35899290399E-05
2024.09.06 10:00:00,1.36024045787E-05
2024.09.06 11:00:00,1.36069838845E-05
2024.09.06 12:00:00,1.36049056891E-05
2024.09.06 13:00:00,1.36144881253E-05
2024.09.06 14:00:00,1.36597054734E-05
2024.09.06 15:00:00,1.37453916977E-05
2024.09.06 16:00:00,1.38898176374E-05
2024.09.06 17:00:00,1.41068821904E-05
2024.09.06 18:00:00,1.43179904626E-05
2024.09.06 19:00:00,1.44699106386E-05
2024.09.06 20:00:00,1.45471776705E-05
2024.09.06 21:00:00,1.4567936887E-05
2024.09.06 22:00:00,1.45412250276E-05
2024.09.06 23:00:00,1.44692903632E-05
2024.09.07 00:00:00,1.43929664773E-05
2024.09.07 01:00:00,1.43344577737E-05
2024.09.07 02:00:00,1.43189890878E-05
2024.09.07 03:00:00,1.43737734106E-05
2024.09.07 04:00:00,1.44583054862E-05
2024.09.07 05:00:00,1.45543499457E-05
2024.09.07 06:00:00,1.46244374264E-05
2024.09.07 07:00:00,1.4658314285E-05
2024.09.07 08:00:00,1.46697675518E-05
2024.09.07 09:00:00,1.47054806803E-05
2024.09.07 10:00:00,1.48051467477E-05
2024.09.07 11:00:00,1.49231682371E-05
2024.09.07 12:00:00,1.50214909809E-05
2024.09.07 13:00:00,1.5106616047E-05
2024.09.07 14:00:00,1.51942595039E-05
2024.09.07 15:00:00,1.52882748807E-05
2024.09.07 16:00:00,1.53868386406E-05
2024.09.07 17:00:00,1.54648059834E-05
2024.09.07 18:00:00,1.55021334649E-05
2024.09.07 19:00:00,1.55158904818E-05
2024.09.07 20:00:00,1.5502122551E-05
2024.09.07 21:00:00,1.54454410222E-05
2024.09.07 22:00:00,1.53997025336E-05
2024.09.07 23:00:00,1.54140761879E-05
2024.09.08 00:00:00,1.54366261995E-05
2024.09.08 01:00:00,1.54905792442E-05
2024.09.08 02:00:00,1.55731395353E-05
2024.09.08 03:00:00,1.5608882677E-05
2024.09.08 04:00:00,1.56090245582E-05
2024.09.08 05:00:00,1.55939269462E-05
2024.09.08 06:00:00,1.55579218699E-05
2024.09.08 07:00:00,1.55124598678E-05
2024.09.08 08:00:00,1.54770932568E-05
2024.09.08 09:00:00,1.54395293066E-05
2024.09.08 10:00:00,1.54000881594E-05
2024.09.08 11:00:00,1.53483215399E-05
2024.09.08 12:00:00,1.52889570018E-05
2024.09.08 13:00:00,1.52296233864E-05
2024.09.08 14:00:00,1.51569620357E-05
2024.09.08 15:00:00,1.50631976794E-05
2024.09.08 16:00:00,1.49478555613E-05
2024.09.08 17:00:00,1.48195049405E-05
2024.09.08 18:00:00,1.46787706399E-05
2024.09.08 19:00:00,1.45178901221E-05
2024.09.08 20:00:00,1.4374910279E-05
2024.09.08 21:00:00,1.42174803841E-05
2024.09.08 22:00:00,1.40815745908E-05
2024.09.08 23:00:00,1.39552312248E-05
2024.09.09 00:00:00,1.38423392855E-05
2024.09.09 01:00:00,1.37365504997E-05
2024.09.09 02:00:00,1.36342514452E-05
2024.09.09 03:00:00,1.35379514177E-05
2024.09.09 04:00:00,1.3437126654E-05
2024.09.09 05:00:00,1.335129582E-05
2024.09.09 06:00:00,1.32856193886E-05
2024.09.09 07:00:00,1.32272571136E-05
2024.09.09 08:00:00,1.31696851895E-05
2024.09.09 09:00:00,1.31244023578E-05
2024.09.09 10:00:00,1.30862399601E-05
2024.09.09 11:00:00,1.30491534946E-05
2024.09.09 12:00:00,1.30101543618E-05
2024.09.09 13:00:00,1.29665022541E-05
2024.09.09 14:00:00,1.29138552438E-05
2024.09.09 15:00:00,1.28548272187E-05
2024.09.09 16:00:00,1.27939356389E-05
2024.09.09 17:00:00,1.27346611407E-05
2024.09.09 18:00:00,1.2682164197E-05
2024.09.09 19:00:00,1.26384575196E-05
2024.09.09 20:00:00,1.26048225866E-05
2024.09.09 21:00:00,1.25814385683E-05
2024.09.09 22:00:00,1.25653032228E-05
2024.09.09 23:00:00,1.25532887978E-05
2024.09.10 00:00:00,1.25428286992E-05
2024.09.10 01:00:00,1.2533520021E-05
2024.09.10 02:00:00,1.25274100355E-05
2024.09.10 03:00:00,1.2528278603E-05
2024.09.10 04:00:00,1.25348669826E-05
2024.09.10 05:00:00,1.25453107103E-05
2024.09.10 06:00:00,1.25573897094E-05
2024.09.10 07:00:00,1.25708629639E-05
2024.09.10 08:00:00,1.25831138575E-05
2024.09.10 09:00:00,1.25936512632E-05
2024.09.10 10:00:00,1.26024433484E-05
2024.09.10 11:00:00,1.26075119624E-05
2024.09.10 12:00:00,1.26048989841E-05
2024.09.10 13:00:00,1.26056829686E-05
2024.09.10 14:00:00,1.26049199025E-05
2024.09.10 15:00:00,1.26005861603E-05
2024.09.10 16:00:00,1.25960959849E-05
2024.09.10 17:00:00,1.25929427668E-05
2024.09.10 18:00:00,1.25919659695E-05
2024.09.10 19:00:00,1.2595822227E-05
2024.09.10 20:00:00,1.26025825011E-05
2024.09.10 21:00:00,1.26121649373E-05
2024.09.10 22:00:00,1.26243339764E-05
2024.09.10 23:00:00,1.26397135318E-05
2024.09.11 00:00:00,1.26580371216E-05
2024.09.11 01:00:00,1.26780041683E-05
2024.09.11 02:00:00,1.27003340822E-05
2024.09.11 03:00:00,1.27245884869E-05
2024.09.11 04:00:00,1.27490729938E-05
2024.09.11 05:00:00,1.2775119103E-05
2024.09.11 06:00:00,1.28030733322E-05
2024.09.11 07:00:00,1.28356186906E-05
2024.09.11 08:00:00,1.28685351228E-05
2024.09.11 09:00:00,1.28991650854E-05
2024.09.11 10:00:00,1.29243244373E-05
2024.09.11 11:00:00,1.29277823362E-05
2024.09.11 12:00:00,1.29246800498E-05
2024.09.11 13:00:00,1.29171230583E-05
2024.09.11 14:00:00,1.29070276671E-05
2024.09.11 15:00:00,1.28952915475E-05
2024.09.11 16:00:00,1.28859246615E-05
2024.09.11 17:00:00,1.28814299387E-05
2024.09.11 18:00:00,1.2882590454E-05
2024.09.11 19:00:00,1.28907022372E-05
2024.09.11 20:00:00,1.29074414872E-05
2024.09.11 21:00:00,1.29375575852E-05
2024.09.11 22:00:00,1.29827585624E-05
2024.09.11 23:00:00,1.30252919917E-05
2024.09.12 00:00:00,1.30566195367E-05
2024.09.12 01:00:00,1.30837388497E-05
2024.09.12 02:00:00,1.31100177896E-05
2024.09.12 03:00:00,1.31365422931E-05
2024.09.12 04:00:00,1.31617816805E-05
2024.09.12 05:00:00,1.31876122396E-05
2024.09.12 06:00:00,1.32135301101E-05
2024.09.12 07:00:00,1.32389959617E-05
2024.09.12 08:00:00,1.32637105708E-05
2024.09.12 09:00:00,1.3285638488E-05
2024.09.12 10:00:00,1.33030907818E-05
2024.09.12 11:00:00,1.3312936062E-05
2024.09.12 12:00:00,1.33116282086E-05
2024.09.12 13:00:00,1.33022167574E-05
2024.09.12 14:00:00,1.32850946102E-05
2024.09.12 15:00:00,1.32654549816E-05
2024.09.12 16:00:00,1.32496979859E-05
2024.09.12 17:00:00,1.32427721837E-05
2024.09.12 18:00:00,1.32432696773E-05
2024.09.12 19:00:00,1.32490558826E-05
2024.09.12 20:00:00,1.32581608341E-05
2024.09.12 21:00:00,1.32690729515E-05
2024.09.12 22:00:00,1.32848026624E-05
2024.09.12 23:00:00,1.33101502797E-05
2024.09.13 00:00:00,1.33402463689E-05
2024.09.13 01:00:00,1.33684507091E-05
2024.09.13 02:00:00,1.33922758323E-05
2024.09.13 03:00:00,1.34127421916E-05
2024.09.13 04:00:00,1.34332121888E-05
2024.09.13 05:00:00,1.34521415021E-05
2024.09.13 06:00:00,1.34692954816E-05
2024.09.13 07:00:00,1.34830579555E-05
2024.09.13 08:00:00,1.34921274366E-05
2024.09.13 09:00:00,1.34933761728E-05
2024.09.13 10:00:00,1.34846250148E-05
2024.09.13 11:00:00,1.34857382363E-05
2024.09.13 12:00:00,1.35114087243E-05
2024.09.13 13:00:00,1.35644622787E-05
2024.09.13 14:00:00,1.36396583912E-05
2024.09.13 15:00:00,1.37225033541E-05
2024.09.13 16:00:00,1.37907691169E-05
2024.09.13 17:00:00,1.38180539579E-05
2024.09.13 18:00:00,1.38132600114E-05
2024.09.13 19:00:00,1.37893039209E-05
2024.09.13 20:00:00,1.3749550817E-05
2024.09.13 21:00:00,1.37089382406E-05
2024.09.13 22:00:00,1.36738090077E-05
2024.09.13 23:00:00,1.36508242576E-05
2024.09.14 00:00:00,1.36428961923E-05
2024.09.14 01:00:00,1.36469025165E-05
2024.09.14 02:00:00,1.36571361509E-05
2024.09.14 03:00:00,1.36690059662E-05
2024.09.14 04:00:00,1.3677537936E-05
2024.09.14 05:00:00,1.3677547031E-05
2024.09.14 06:00:00,1.3664573089E-05
2024.09.14 07:00:00,1.36366297738E-05
2024.09.14 08:00:00,1.35970940391E-05
2024.09.14 09:00:00,1.35583513838E-05
2024.09.14 10:00:00,1.35264590426E-05
2024.09.14 11:00:00,1.35089876494E-05
2024.09.14 12:00:00,1.35104746732E-05
2024.09.14 13:00:00,1.3530515389E-05
2024.09.14 14:00:00,1.35690306706E-05
2024.09.14 15:00:00,1.36240705615E-05
2024.09.14 16:00:00,1.36801800181E-05
2024.09.14 17:00:00,1.37148581416E-05
2024.09.14 18:00:00,1.37207771331E-05
2024.09.14 19:00:00,1.36971830216E-05
2024.09.14 20:00:00,1.36519784064E-05
2024.09.14 21:00:00,1.35974796649E-05
2024.09.14 22:00:00,1.35475729621E-05
2024.09.14 23:00:00,1.35123736982E-05
2024.09.15 00:00:00,1.349334525E-05
2024.09.15 01:00:00,1.34881456688E-05
2024.09.15 02:00:00,1.34925294333E-05
2024.09.15 03:00:00,1.35017535285E-05
2024.09.15 04:00:00,1.35091495395E-05
2024.09.15 05:00:00,1.35089712785E-05
2024.09.15 06:00:00,1.34976844492E-05
2024.09.15 07:00:00,1.34672809509E-05
2024.09.15 08:00:00,1.34145384436E-05
2024.09.15 09:00:00,1.33507655846E-05
2024.09.15 10:00:00,1.32922104967E-05
2024.09.15 11:00:00,1.32566456159E-05
2024.09.15 12:00:00,1.32631803353E-05
2024.09.15 13:00:00,1.33176054078E-05
2024.09.15 14:00:00,1.34053580041E-05
2024.09.15 15:00:00,1.35044856506E-05
2024.09.15 16:00:00,1.35860309456E-05
2024.09.15 17:00:00,1.36238622872E-05
2024.09.15 18:00:00,1.36213357109E-05
2024.09.15 19:00:00,1.35928412419E-05
2024.09.15 20:00:00,1.35520240292E-05
2024.09.15 21:00:00,1.35214695547E-05
2024.09.15 22:00:00,1.35109312396E-05
2024.09.15 23:00:00,1.35230156957E-05
2024.09.16 00:00:00,1.3546905393E-05
2024.09.16 01:00:00,1.35773125294E-05
2024.09.16 02:00:00,1.36108810693E-05
2024.09.16 03:00:00,1.36391154228E-05
2024.09.16 04:00:00,1.3651106201E-05
2024.09.16 05:00:00,1.3643903003E-05
2024.09.16 06:00:00,1.36204989758E-05
2024.09.16 07:00:00,1.35889249577E-05
2024.09.16 08:00:00,1.35594300446E-05
2024.09.16 09:00:00,1.35412637974E-05
2024.09.16 10:00:00,1.35341033456E-05
2024.09.16 11:00:00,1.35349637276E-05
2024.09.16 12:00:00,1.35407508424E-05
2024.09.16 13:00:00,1.35505397338E-05
2024.09.16 14:00:00,1.35637101266E-05
2024.09.16 15:00:00,1.35779373522E-05
2024.09.16 16:00:00,1.35902300826E-05
2024.09.16 17:00:00,1.3597457837E-05
2024.09.16 18:00:00,1.35986865644E-05
2024.09.16 19:00:00,1.35942173074E-05
2024.09.16 20:00:00,1.35835507535E-05
2024.09.16 21:00:00,1.35726049848E-05
2024.09.16 22:00:00,1.35624468385E-05
2024.09.16 23:00:00,1.35555856104E-05
2024.09.17 00:00:00,1.35543004944E-05
2024.09.17 01:00:00,1.35566924655E-05
2024.09.17 02:00:00,1.35584250529E-05
2024.09.17 03:00:00,1.35577702167E-05
2024.09.17 04:00:00,1.35553027576E-05
2024.09.17 05:00:00,1.35514974318E-05
2024.09.17 06:00:00,1.35477384902E-05
2024.09.17 07:00:00,1.35453838084E-05
2024.09.17 08:00:00,1.35442614919E-05
2024.09.17 09:00:00,1.35434720505E-05
2024.09.17 10:00:00,1.35398895509E-05
2024.09.17 11:00:00,1.35345753733E-05
2024.09.17 12:00:00,1.35236514325E-05
2024.09.17 13:00:00,1.35086456794E-05
2024.09.17 14:00:00,1.34950469146E-05
2024.09.17 15:00:00,1.34858419187E-05
2024.09.17 16:00:00,1.34860310936E-05
2024.09.17 17:00:00,1.34973979584E-05
2024.09.17 18:00:00,1.35145492095E-05
2024.09.17 19:00:00,1.35316595333E-05
2024.09.17 20:00:00,1.35442014653E-05
2024.09.17 21:00:00,1.35491300171E-05
2024.09.17 22:00:00,1.35446616696E-05
2024.09.17 23:00:00,1.35312411658E-05
2024.09.18 00:00:00,1.35112677526E-05
2024.09.18 01:00:00,1.34906258609E-05
2024.09.18 02:00:00,1.34737138069E-05
2024.09.18 03:00:00,1.34637566589E-05
2024.09.18 04:00:00,1.34620386234E-05
2024.09.18 05:00:00,1.34672227432E-05
2024.09.18 06:00:00,1.34745032483E-05
2024.09.18 07:00:00,1.34793053803E-05
2024.09.18 08:00:00,1.3478150322E-05
2024.09.18 09:00:00,1.34698620968E-05
2024.09.18 10:00:00,1.34558376885E-05
2024.09.18 11:00:00,1.34383644763E-05
2024.09.18 12:00:00,1.34209640237E-05
2024.09.18 13:00:00,1.34050578708E-05
2024.09.18 14:00:00,1.33929124786E-05
2024.09.18 15:00:00,1.3384857084E-05
2024.09.18 16:00:00,1.33804078359E-05
2024.09.18 17:00:00,1.33809580802E-05
2024.09.18 18:00:00,1.33862777147E-05
2024.09.18 19:00:00,1.33945477501E-05
2024.09.18 20:00:00,1.34033734867E-05
2024.09.18 21:00:00,1.34097945192E-05
2024.09.18 22:00:00,1.34097126647E-05
2024.09.18 23:00:00,1.3404164747E-05
2024.09.19 00:00:00,1.3405543541E-05
2024.09.19 01:00:00,1.34210640681E-05
2024.09.19 02:00:00,1.34364991027E-05
2024.09.19 03:00:00,1.34469391924E-05
2024.09.19 04:00:00,1.34548254209E-05
2024.09.19 05:00:00,1.34624124257E-05
2024.09.19 06:00:00,1.34686870297E-05
2024.09.19 07:00:00,1.34701867864E-05
2024.09.19 08:00:00,1.34661195261E-05
2024.09.19 09:00:00,1.34298061312E-05
2024.09.19 10:00:00,1.33761286634E-05
2024.09.19 11:00:00,1.33151943373E-05
2024.09.19 12:00:00,1.32762324938E-05
2024.09.19 13:00:00,1.32751411002E-05
2024.09.19 14:00:00,1.32843415486E-05
2024.09.19 15:00:00,1.32936802402E-05
2024.09.19 16:00:00,1.33152389026E-05
2024.09.19 17:00:00,1.33384082801E-05
2024.09.19 18:00:00,1.3356276213E-05
2024.09.19 19:00:00,1.33598623506E-05
2024.09.19 20:00:00,1.33441744765E-05
2024.09.19 21:00:00,1.33116755023E-05
2024.09.19 22:00:00,1.3271989701E-05
2024.09.19 23:00:00,1.32411887535E-05
2024.09.20 00:00:00,1.32327531901E-05
2024.09.20 01:00:00,1.32448030854E-05
2024.09.20 02:00:00,1.32669065351E-05
2024.09.20 03:00:00,1.32914083224E-05
2024.09.20 04:00:00,1.33139355967E-05
2024.09.20 05:00:00,1.33310368255E-05
2024.09.20 06:00:00,1.33407902467E-05
2024.09.20 07:00:00,1.33489138534E-05
