Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.08.11 06:00:00,3.65906053048E-05
2024.08.11 07:00:00,3.64606785297E-05
2024.08.11 08:00:00,3.63330291293E-05
2024.08.11 09:00:00,3.61771162716E-05
2024.08.11 10:00:00,3.59975238098E-05
2024.08.11 11:00:00,3.58308643627E-05
2024.08.11 12:00:00,3.5662065784E-05
2024.08.11 13:00:00,3.54359581252E-05
2024.08.11 14:00:00,3.52656497853E-05
2024.08.11 15:00:00,3.5048728023E-05
2024.08.11 16:00:00,3.49570182152E-05
2024.08.11 17:00:00,3.48150460923E-05
2024.08.11 18:00:00,3.47346758645E-05
2024.08.11 19:00:00,3.46382439602E-05
2024.08.11 20:00:00,3.45430744346E-05
2024.08.11 21:00:00,3.44589789165E-05
2024.08.11 22:00:00,3.43894243997E-05
2024.08.11 23:00:00,3.43041610904E-05
2024.08.12 00:00:00,3.42498460668E-05
2024.08.12 01:00:00,3.4157983464E-05
2024.08.12 02:00:00,3.40639417118E-05
2024.08.12 03:00:00,3.39540019922E-05
2024.08.12 04:00:00,3.387507968E-05
2024.08.12 05:00:00,3.37778183166E-05
2024.08.12 06:00:00,3.36786688422E-05
2024.08.12 07:00:00,3.35687836923E-05
2024.08.12 08:00:00,3.34236647177E-05
2024.08.12 09:00:00,3.3282685763E-05
2024.08.12 10:00:00,3.31666815327E-05
2024.08.12 11:00:00,3.29678005073E-05
2024.08.12 12:00:00,3.29262074956E-05
2024.08.12 13:00:00,3.27915076923E-05
2024.08.12 14:00:00,3.27094785462E-05
2024.08.12 15:00:00,3.24731008732E-05
2024.08.12 16:00:00,3.24104112224E-05
2024.08.12 17:00:00,3.24082575389E-05
2024.08.12 18:00:00,3.23268504872E-05
2024.08.12 19:00:00,3.2224044844E-05
2024.08.12 20:00:00,3.21393163176E-05
2024.08.12 21:00:00,3.20744329656E-05
2024.08.12 22:00:00,3.19135397149E-05
2024.08.12 23:00:00,3.19007558574E-05
2024.08.13 00:00:00,3.18317142955E-05
2024.08.13 01:00:00,3.17637859553E-05
2024.08.13 02:00:00,3.17142039421E-05
2024.08.13 03:00:00,3.16377809213E-05
2024.08.13 04:00:00,3.15639626933E-05
2024.08.13 05:00:00,3.15067045449E-05
2024.08.13 06:00:00,3.14449534926E-05
2024.08.13 07:00:00,3.13605487463E-05
2024.08.13 08:00:00,3.12761003443E-05
2024.08.13 09:00:00,3.11519470415E-05
2024.08.13 10:00:00,3.10756986437E-05
2024.08.13 11:00:00,3.10076138703E-05
2024.08.13 12:00:00,3.09219722112E-05
2024.08.13 13:00:00,3.08605121973E-05
2024.08.13 14:00:00,3.07778645947E-05
2024.08.13 15:00:00,3.07045556838E-05
2024.08.13 16:00:00,3.04607892758E-05
2024.08.13 17:00:00,3.02503995044E-05
2024.08.13 18:00:00,3.02884673147E-05
2024.08.13 19:00:00,3.02838452626E-05
2024.08.13 20:00:00,3.02526768792E-05
2024.08.13 21:00:00,3.02063835989E-05
2024.08.13 22:00:00,3.01510717691E-05
2024.08.13 23:00:00,3.00945303024E-05
2024.08.14 00:00:00,3.00454812532E-05
2024.08.14 01:00:00,2.99800703942E-05
2024.08.14 02:00:00,2.9620825444E-05
2024.08.14 03:00:00,2.96357848129E-05
2024.08.14 04:00:00,2.9629756682E-05
2024.08.14 05:00:00,2.96155430988E-05
2024.08.14 06:00:00,2.9564347642E-05
2024.08.14 07:00:00,2.9520911994E-05
2024.08.14 08:00:00,2.94466153719E-05
2024.08.14 09:00:00,2.93552293442E-05
2024.08.14 10:00:00,2.92714576062E-05
2024.08.14 11:00:00,2.92154254566E-05
2024.08.14 12:00:00,2.91425203613E-05
2024.08.14 13:00:00,2.90385905828E-05
2024.08.14 14:00:00,2.8863456464E-05
2024.08.14 15:00:00,2.88376431854E-05
2024.08.14 16:00:00,2.87510520138E-05
2024.08.14 17:00:00,2.86602953565E-05
2024.08.14 18:00:00,2.86026570393E-05
2024.08.14 19:00:00,2.85417427222E-05
2024.08.14 20:00:00,2.8464526622E-05
2024.08.14 21:00:00,2.84241305053E-05
2024.08.14 22:00:00,2.83535082417E-05
2024.08.14 23:00:00,2.8316730095E-05
2024.08.15 00:00:00,2.82711480395E-05
2024.08.15 01:00:00,2.82226883428E-05
2024.08.15 02:00:00,2.81665652437E-05
2024.08.15 03:00:00,2.81322172668E-05
2024.08.15 04:00:00,2.80769854726E-05
2024.08.15 05:00:00,2.80395652226E-05
2024.08.15 06:00:00,2.79894647974E-05
2024.08.15 07:00:00,2.79339910776E-05
2024.08.15 08:00:00,2.7874701118E-05
2024.08.15 09:00:00,2.77965282294E-05
2024.08.15 10:00:00,2.77398467006E-05
2024.08.15 11:00:00,2.76490736724E-05
2024.08.15 12:00:00,2.75949823845E-05
2024.08.15 13:00:00,2.75134825642E-05
2024.08.15 14:00:00,2.74230314972E-05
2024.08.15 15:00:00,2.73690475296E-05
2024.08.15 16:00:00,2.7278860216E-05
2024.08.15 17:00:00,2.72398556262E-05
2024.08.15 18:00:00,2.71921417152E-05
2024.08.15 19:00:00,2.71690787486E-05
2024.08.15 20:00:00,2.7135014534E-05
2024.08.15 21:00:00,2.71230583166E-05
2024.08.15 22:00:00,2.71041844826E-05
2024.08.15 23:00:00,2.70752098004E-05
2024.08.16 00:00:00,2.70424297923E-05
2024.08.16 01:00:00,2.70116142929E-05
2024.08.16 02:00:00,2.699288234E-05
2024.08.16 03:00:00,2.69527517958E-05
2024.08.16 04:00:00,2.69215543085E-05
2024.08.16 05:00:00,2.68909388979E-05
2024.08.16 06:00:00,2.68560906989E-05
2024.08.16 07:00:00,2.68186231551E-05
2024.08.16 08:00:00,2.67683280981E-05
2024.08.16 09:00:00,2.67062259809E-05
2024.08.16 10:00:00,2.66362349066E-05
2024.08.16 11:00:00,2.65500730166E-05
2024.08.16 12:00:00,2.65213056991E-05
2024.08.16 13:00:00,2.65072030743E-05
2024.08.16 14:00:00,2.64984100795E-05
2024.08.16 15:00:00,2.64467307716E-05
2024.08.16 16:00:00,2.64024693024E-05
2024.08.16 17:00:00,2.63630718109E-05
2024.08.16 18:00:00,2.63340152742E-05
2024.08.16 19:00:00,2.6328212698E-05
2024.08.16 20:00:00,2.63416386588E-05
2024.08.16 21:00:00,2.63546735368E-05
2024.08.16 22:00:00,2.63612546405E-05
2024.08.16 23:00:00,2.63643087237E-05
2024.08.17 00:00:00,2.63544916379E-05
2024.08.17 01:00:00,2.63494621322E-05
2024.08.17 02:00:00,2.63363217528E-05
2024.08.17 03:00:00,2.63111996901E-05
2024.08.17 04:00:00,2.62837675109E-05
2024.08.17 05:00:00,2.62605444732E-05
2024.08.17 06:00:00,2.62264584308E-05
2024.08.17 07:00:00,2.61592595052E-05
2024.08.17 08:00:00,2.60345350398E-05
2024.08.17 09:00:00,2.60031156358E-05
2024.08.17 10:00:00,2.5989360438E-05
2024.08.17 11:00:00,2.60048418568E-05
2024.08.17 12:00:00,2.59699681919E-05
2024.08.17 13:00:00,2.59363605437E-05
2024.08.17 14:00:00,2.58711024799E-05
2024.08.17 15:00:00,2.58307863987E-05
2024.08.17 16:00:00,2.57911215158E-05
2024.08.17 17:00:00,2.57883875747E-05
2024.08.17 18:00:00,2.57442843576E-05
2024.08.17 19:00:00,2.57501724263E-05
2024.08.17 20:00:00,2.57370866166E-05
2024.08.17 21:00:00,2.57303818216E-05
2024.08.17 22:00:00,2.57152823906E-05
2024.08.17 23:00:00,2.57111769315E-05
2024.08.18 00:00:00,2.57048450294E-05
2024.08.18 01:00:00,2.56850325968E-05
2024.08.18 02:00:00,2.56695821008E-05
2024.08.18 03:00:00,2.56561997958E-05
2024.08.18 04:00:00,2.56344337686E-05
2024.08.18 05:00:00,2.56175062532E-05
2024.08.18 06:00:00,2.559213317E-05
2024.08.18 07:00:00,2.55440427281E-05
2024.08.18 08:00:00,2.55251434282E-05
