Time [yyyy.MM.dd HH:mm:ss],NH4 [gN/m3]
2024.08.01 00:00:00,0
2024.08.01 01:00:00,0
2024.08.01 02:00:00,0
2024.08.01 03:00:00,0
2024.08.01 04:00:00,0
2024.08.01 05:00:00,1.19251012802
2024.08.01 06:00:00,0.0876560658216
2024.08.01 07:00:00,0.0177284125239
2024.08.01 08:00:00,0.00736544700339
2024.08.01 09:00:00,0.00384091748856
2024.08.01 10:00:00,0.00243136566132
2024.08.01 11:00:00,0.00173112261109
2024.08.01 12:00:00,0.0014185148757
2024.08.01 13:00:00,0.00133995816577
2024.08.01 14:00:00,0.0012452644296
2024.08.01 15:00:00,0.00123215222266
2024.08.01 16:00:00,0.00119230151176
2024.08.01 17:00:00,0.00111287704203
2024.08.01 18:00:00,0.0010324169416
2024.08.01 19:00:00,0.000964928534813
2024.08.01 20:00:00,0.000900034152437
2024.08.01 21:00:00,0.000844512775075
2024.08.01 22:00:00,0.000801998772658
2024.08.01 23:00:00,0.000752026913688
2024.08.02 00:00:00,0.000714515103027
2024.08.02 01:00:00,0.000685342587531
2024.08.02 02:00:00,0.000654064002447
2024.08.02 03:00:00,0.000627280038316
2024.08.02 04:00:00,0.0006008092314
2024.08.02 05:00:00,0.000578548642807
2024.08.02 06:00:00,0.00055161153432
2024.08.02 07:00:00,0.000521725334693
2024.08.02 08:00:00,0.000490705249831
2024.08.02 09:00:00,0.00045520500862
2024.08.02 10:00:00,0.000406169798225
2024.08.02 11:00:00,0.000373115442926
2024.08.02 12:00:00,0.00033295940375
2024.08.02 13:00:00,0.000298716302495
2024.08.02 14:00:00,0.000283511151792
2024.08.02 15:00:00,0.000278446881566
2024.08.02 16:00:00,0.000292136624921
2024.08.02 17:00:00,0.000309427181492
2024.08.02 18:00:00,0.000315190525725
2024.08.02 19:00:00,0.00031548543484
2024.08.02 20:00:00,0.00031213692273
2024.08.02 21:00:00,0.000306261325022
2024.08.02 22:00:00,0.000300095940474
2024.08.02 23:00:00,0.000293885357678
2024.08.03 00:00:00,0.000288413080852
2024.08.03 01:00:00,0.000281228654785
2024.08.03 02:00:00,0.000274264719337
2024.08.03 03:00:00,0.000268087955192
2024.08.03 04:00:00,0.000262278481387
2024.08.03 05:00:00,0.00025644528796
2024.08.03 06:00:00,0.000250401906669
2024.08.03 07:00:00,0.000241998641286
2024.08.03 08:00:00,0.000232096586842
2024.08.03 09:00:00,0.000223965835175
2024.08.03 10:00:00,0.000214441359276
2024.08.03 11:00:00,0.000204615411349
2024.08.03 12:00:00,0.000194018764887
2024.08.03 13:00:00,0.000187455312698
2024.08.03 14:00:00,0.000180848655873
2024.08.03 15:00:00,0.000179309296072
2024.08.03 16:00:00,0.000179763097549
2024.08.03 17:00:00,0.000180373506737
2024.08.03 18:00:00,0.000180249902769
2024.08.03 19:00:00,0.000179706301424
2024.08.03 20:00:00,0.000176862668013
2024.08.03 21:00:00,0.000174379558302
2024.08.03 22:00:00,0.00017219138681
