Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.08.24 20:00:00,4.75700772995E-07
2024.08.24 21:00:00,4.79609582271E-07
2024.08.24 22:00:00,4.84180191052E-07
2024.08.24 23:00:00,4.88659679831E-07
2024.08.25 00:00:00,4.92350068271E-07
2024.08.25 01:00:00,4.96887935242E-07
2024.08.25 02:00:00,5.01362876548E-07
2024.08.25 03:00:00,5.05380910454E-07
2024.08.25 04:00:00,5.09409176175E-07
2024.08.25 05:00:00,5.13786233114E-07
2024.08.25 06:00:00,5.18249578363E-07
2024.08.25 07:00:00,5.2307069609E-07
2024.08.25 08:00:00,5.28075474904E-07
2024.08.25 09:00:00,5.33129480118E-07
2024.08.25 10:00:00,5.38165409125E-07
2024.08.25 11:00:00,5.43213559467E-07
2024.08.25 12:00:00,5.48042464743E-07
2024.08.25 13:00:00,5.52448000235E-07
2024.08.25 14:00:00,5.56483200853E-07
2024.08.25 15:00:00,5.6172046925E-07
2024.08.25 16:00:00,5.66570008687E-07
2024.08.25 17:00:00,5.72182614178E-07
2024.08.25 18:00:00,5.78535548357E-07
2024.08.25 19:00:00,5.84890813116E-07
2024.08.25 20:00:00,5.91587479448E-07
2024.08.25 21:00:00,5.98580697897E-07
2024.08.25 22:00:00,6.05960508437E-07
2024.08.25 23:00:00,6.13802001226E-07
2024.08.26 00:00:00,6.21599156148E-07
2024.08.26 01:00:00,6.29249939266E-07
2024.08.26 02:00:00,6.36541926724E-07
2024.08.26 03:00:00,6.4432185809E-07
2024.08.26 04:00:00,6.52131006973E-07
2024.08.26 05:00:00,6.59727220409E-07
2024.08.26 06:00:00,6.67004144361E-07
2024.08.26 07:00:00,6.72088845022E-07
2024.08.26 08:00:00,6.77819400607E-07
2024.08.26 09:00:00,6.86784233039E-07
2024.08.26 10:00:00,6.94937114076E-07
2024.08.26 11:00:00,7.04571618826E-07
2024.08.26 12:00:00,7.16326667316E-07
2024.08.26 13:00:00,7.26949281216E-07
2024.08.26 14:00:00,7.37671030038E-07
2024.08.26 15:00:00,7.498150012E-07
2024.08.26 16:00:00,7.58830424274E-07
2024.08.26 17:00:00,7.64280457588E-07
2024.08.26 18:00:00,7.71059319504E-07
2024.08.26 19:00:00,7.83667189808E-07
2024.08.26 20:00:00,7.96686833837E-07
2024.08.26 21:00:00,8.08793174656E-07
2024.08.26 22:00:00,8.20297657356E-07
2024.08.26 23:00:00,8.3237466697E-07
2024.08.27 00:00:00,8.43881821311E-07
2024.08.27 01:00:00,8.56727979226E-07
2024.08.27 02:00:00,8.71003237535E-07
2024.08.27 03:00:00,8.86433326741E-07
2024.08.27 04:00:00,9.02202600628E-07
2024.08.27 05:00:00,9.17278043744E-07
2024.08.27 06:00:00,9.30656312903E-07
2024.08.27 07:00:00,9.41902442264E-07
2024.08.27 08:00:00,9.51633580826E-07
2024.08.27 09:00:00,9.61122623266E-07
2024.08.27 10:00:00,9.70218025032E-07
2024.08.27 11:00:00,9.78349589786E-07
2024.08.27 12:00:00,9.94983906821E-07
2024.08.27 13:00:00,1.02773049093E-06
2024.08.27 14:00:00,1.06910511022E-06
2024.08.27 15:00:00,1.10236010187E-06
2024.08.27 16:00:00,1.11399060643E-06
