Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.08.01 00:00:00,0
2024.08.01 01:00:00,0
2024.08.01 02:00:00,0
2024.08.01 03:00:00,0
2024.08.01 04:00:00,0
2024.08.01 05:00:00,1.19251012802
2024.08.01 06:00:00,0.0880088955164
2024.08.01 07:00:00,0.0178719479591
2024.08.01 08:00:00,0.00745528982952
2024.08.01 09:00:00,0.00390366278589
2024.08.01 10:00:00,0.00248124659993
2024.08.01 11:00:00,0.00177394307684
2024.08.01 12:00:00,0.00145962508395
2024.08.01 13:00:00,0.001384468982
2024.08.01 14:00:00,0.00129201915115
2024.08.01 15:00:00,0.00128367624711
2024.08.01 16:00:00,0.00124725757632
2024.08.01 17:00:00,0.00116903788876
2024.08.01 18:00:00,0.0010890243575
2024.08.01 19:00:00,0.00102198298555
2024.08.01 20:00:00,0.000957112642936
2024.08.01 21:00:00,0.000901650579181
2024.08.01 22:00:00,0.000859597756062
2024.08.01 23:00:00,0.000809259130619
2024.08.02 00:00:00,0.00077189761214
2024.08.02 01:00:00,0.000743233948015
2024.08.02 02:00:00,0.000712083827239
2024.08.02 03:00:00,0.000685559294652
2024.08.02 04:00:00,0.000659183773678
2024.08.02 05:00:00,0.000637200952042
2024.08.02 06:00:00,0.000609900278505
2024.08.02 07:00:00,0.000579117157031
2024.08.02 08:00:00,0.00054682593327
2024.08.02 09:00:00,0.000509334844537
2024.08.02 10:00:00,0.000456382433185
2024.08.02 11:00:00,0.000420933298301
2024.08.02 12:00:00,0.000377233838663
2024.08.02 13:00:00,0.000339862133842
2024.08.02 14:00:00,0.000323827640386
2024.08.02 15:00:00,0.000319334096275
2024.08.02 16:00:00,0.000336324883392
2024.08.02 17:00:00,0.00035752801341
2024.08.02 18:00:00,0.000365605286788
2024.08.02 19:00:00,0.000367387401639
2024.08.02 20:00:00,0.000364915700629
2024.08.02 21:00:00,0.000359437981388
2024.08.02 22:00:00,0.00035355030559
2024.08.02 23:00:00,0.000347565161064
2024.08.03 00:00:00,0.000342364102835
2024.08.03 01:00:00,0.00033510706271
2024.08.03 02:00:00,0.000328041700413
2024.08.03 03:00:00,0.000321857107338
2024.08.03 04:00:00,0.0003160504275
2024.08.03 05:00:00,0.000310168194119
2024.08.03 06:00:00,0.000303987617372
2024.08.03 07:00:00,0.00029502477264
2024.08.03 08:00:00,0.000284211884718
2024.08.03 09:00:00,0.000275332626188
2024.08.03 10:00:00,0.000264712667558
2024.08.03 11:00:00,0.000253664446063
2024.08.03 12:00:00,0.000241613655817
2024.08.03 13:00:00,0.000234413193539
2024.08.03 14:00:00,0.00022710399935
2024.08.03 15:00:00,0.000226035248488
2024.08.03 16:00:00,0.000227457188885
2024.08.03 17:00:00,0.000229053679504
2024.08.03 18:00:00,0.000229703466175
2024.08.03 19:00:00,0.000229798606597
2024.08.03 20:00:00,0.000227097058087
2024.08.03 21:00:00,0.000224733579671
2024.08.03 22:00:00,0.000222627291805
