Column,Max Value,Datetime
Blast Site,365.35911955667956,2024-08-26 05:00:00
Spjelkavikelva,0.669173202127845,2024-10-13 18:00:00
Vasstrandlia Pump Intake,0.09058442473538751,2024-09-21 15:00:00
Profiler,0.0627146184805679,2024-10-30 17:00:00
Nørebotnen,0.0446030893619177,2024-11-01 00:00:00
