Column,Max Value,Datetime
days_past,92.0,2024-11-01 00:00:00
Blast Site,1534.7605347617398,2024-08-01 05:00:00
Spjelkavikelva,1.5845353016664598,2024-08-01 12:00:00
Vasstrandlia Pump Intake,0.0256408820841888,2024-08-04 17:00:00
Profiler,0.00770350255060815,2024-08-08 20:00:00
Nørebotnen,0.000395931354773526,2024-09-13 17:00:00
