Column,Max Value,Datetime
<<<<<<< HEAD
=======
days_past,92.0,2024-11-01 00:00:00
>>>>>>> 1adbcd3145b549e7b74703a266933926a58117d9
Blast Site,1.19251012802,2024-08-01 05:00:00
Spjelkavikelva,0.00126676622313,2024-08-01 12:00:00
Vasstrandlia Pump Intake,3.4783330193e-05,2024-08-08 17:00:00
Profiler,1.5574725694e-05,2024-08-25 01:00:00
Nørebotnen,1.20999475257e-05,2024-10-31 16:00:00
