Column,Max Value,Datetime
days_past,92.0,2024-11-01 00:00:00
Blast Site,5279.24233674454,2024-08-01 05:00:00
Spjelkavikelva,5.60797406979651,2024-08-01 12:00:00
Vasstrandlia Pump Intake,0.15398580276441098,2024-08-08 17:00:00
Profiler,0.068949310647338,2024-08-25 01:00:00
Nørebotnen,0.0535664676962739,2024-10-31 16:00:00
