Column,Max Value,Datetime
Blast Site,1.19251012802,2024-08-01 05:00:00
Spjelkavikelva,0.00123118516058,2024-08-01 12:00:00
Vasstrandlia Pump Intake,1.99229853024e-05,2024-08-04 17:00:00
Profiler,5.98562746745e-06,2024-08-08 20:00:00
Nørebotnen,3.07638970298e-07,2024-09-13 17:00:00
