Time [yyyy.MM.dd HH:mm:ss],OXY [g/m3]
2024.08.12 19:00:00,9.91608047485
2024.08.12 20:00:00,9.91582298279
2024.08.12 21:00:00,9.91799926758
2024.08.12 22:00:00,9.88545608521
2024.08.12 23:00:00,9.90944290161
2024.08.13 00:00:00,9.91399860382
2024.08.13 01:00:00,9.91603469849
2024.08.13 02:00:00,9.91513061523
2024.08.13 03:00:00,9.91700077057
2024.08.13 04:00:00,9.92091655731
2024.08.13 05:00:00,9.92017364502
2024.08.13 06:00:00,9.92057991028
2024.08.13 07:00:00,9.92363834381
2024.08.13 08:00:00,9.92537879944
2024.08.13 09:00:00,9.92980670929
2024.08.13 10:00:00,9.93386077881
2024.08.13 11:00:00,9.93375682831
2024.08.13 12:00:00,9.93797397614
2024.08.13 13:00:00,9.93380737305
2024.08.13 14:00:00,9.93257045746
2024.08.13 15:00:00,9.93153762817
2024.08.13 16:00:00,9.86630344391
2024.08.13 17:00:00,9.81368637085
2024.08.13 18:00:00,9.84681987762
2024.08.13 19:00:00,9.87792110443
2024.08.13 20:00:00,9.89072608948
2024.08.13 21:00:00,9.89015769958
2024.08.13 22:00:00,9.89199924469
2024.08.13 23:00:00,9.89812088013
2024.08.14 00:00:00,9.89410400391
2024.08.14 01:00:00,9.88261890411
2024.08.14 02:00:00,9.74499130249
2024.08.14 03:00:00,9.80431842804
2024.08.14 04:00:00,9.84352493286
2024.08.14 05:00:00,9.86528491974
2024.08.14 06:00:00,9.87526035309
2024.08.14 07:00:00,9.88436985016
2024.08.14 08:00:00,9.88253593445
2024.08.14 09:00:00,9.87735652924
2024.08.14 10:00:00,9.8798532486
2024.08.14 11:00:00,9.88647556305
2024.08.14 12:00:00,9.89527702332
2024.08.14 13:00:00,9.89133930206
2024.08.14 14:00:00,9.85668373108
2024.08.14 15:00:00,9.88822937012
2024.08.14 16:00:00,9.89889431
2024.08.14 17:00:00,9.88669013977
2024.08.14 18:00:00,9.89779186249
2024.08.14 19:00:00,9.90434646606
2024.08.14 20:00:00,9.89029026031
2024.08.14 21:00:00,9.90519618988
2024.08.14 22:00:00,9.89951038361
2024.08.14 23:00:00,9.90815544128
2024.08.15 00:00:00,9.91229915619
2024.08.15 01:00:00,9.9141960144
2024.08.15 02:00:00,9.91331768036
2024.08.15 03:00:00,9.91551208496
2024.08.15 04:00:00,9.9193315506
2024.08.15 05:00:00,9.91787147522
2024.08.15 06:00:00,9.92080497742
2024.08.15 07:00:00,9.92264938354
2024.08.15 08:00:00,9.92342948914
2024.08.15 09:00:00,9.91490936279
2024.08.15 10:00:00,9.92514705658
2024.08.15 11:00:00,9.92727661133
2024.08.15 12:00:00,9.92612457275
2024.08.15 13:00:00,9.92449378967
2024.08.15 14:00:00,9.92253398895
2024.08.15 15:00:00,9.9241733551
2024.08.15 16:00:00,9.91568470001
2024.08.15 17:00:00,9.91688632965
2024.08.15 18:00:00,9.91762542725
2024.08.15 19:00:00,9.90914821625
2024.08.15 20:00:00,9.90607643127
2024.08.15 21:00:00,9.91296672821
2024.08.15 22:00:00,9.90847492218
2024.08.15 23:00:00,9.91224765778
2024.08.16 00:00:00,9.91857051849
2024.08.16 01:00:00,9.92064762115
2024.08.16 02:00:00,9.92000865936
2024.08.16 03:00:00,9.92075824738
2024.08.16 04:00:00,9.92394733429
2024.08.16 05:00:00,9.92591762543
2024.08.16 06:00:00,9.92955207825
2024.08.16 07:00:00,9.92772960663
2024.08.16 08:00:00,9.93037319183
2024.08.16 09:00:00,9.9380197525
2024.08.16 10:00:00,9.93890094757
2024.08.16 11:00:00,9.94390392303
2024.08.16 12:00:00,9.94651222229
2024.08.16 13:00:00,9.94801616669
2024.08.16 14:00:00,9.94479656219
2024.08.16 15:00:00,9.94395637512
2024.08.16 16:00:00,9.9424829483
2024.08.16 17:00:00,9.94203948975
2024.08.16 18:00:00,9.93948745728
