Time [yyyy.MM.dd HH:mm:ss],OXY [g/m3]
2024.09.16 23:00:00,10.1917114258
2024.09.17 00:00:00,10.1903152466
2024.09.17 01:00:00,10.1887769699
2024.09.17 02:00:00,10.1873426437
2024.09.17 03:00:00,10.1857070923
2024.09.17 04:00:00,10.1850976944
2024.09.17 05:00:00,10.1833658218
2024.09.17 06:00:00,10.1839618683
2024.09.17 07:00:00,10.1827688217
2024.09.17 08:00:00,10.1827278137
2024.09.17 09:00:00,10.1848049164
2024.09.17 10:00:00,10.1893978119
2024.09.17 11:00:00,10.1939554214
2024.09.17 12:00:00,10.1989164352
2024.09.17 13:00:00,10.2038421631
2024.09.17 14:00:00,10.2103710175
2024.09.17 15:00:00,10.2148561478
2024.09.17 16:00:00,10.2181568146
2024.09.17 17:00:00,10.2236318588
2024.09.17 18:00:00,10.2307062149
2024.09.17 19:00:00,10.2319450378
2024.09.17 20:00:00,10.2318019867
2024.09.17 21:00:00,10.2282505035
2024.09.17 22:00:00,10.2229413986
2024.09.17 23:00:00,10.2185678482
2024.09.18 00:00:00,10.2156801224
2024.09.18 01:00:00,10.2137613297
2024.09.18 02:00:00,10.2123661041
2024.09.18 03:00:00,10.2106218338
2024.09.18 04:00:00,10.2084140778
2024.09.18 05:00:00,10.2054357529
2024.09.18 06:00:00,10.2014017105
2024.09.18 07:00:00,10.1977672577
2024.09.18 08:00:00,10.1953611374
2024.09.18 09:00:00,10.1937294006
2024.09.18 10:00:00,10.1952514648
2024.09.18 11:00:00,10.1988630295
2024.09.18 12:00:00,10.2011013031
2024.09.18 13:00:00,10.2031373978
2024.09.18 14:00:00,10.2056474686
2024.09.18 15:00:00,10.2083282471
2024.09.18 16:00:00,10.2101945877
2024.09.18 17:00:00,10.2101640701
2024.09.18 18:00:00,10.2087278366
2024.09.18 19:00:00,10.205329895
2024.09.18 20:00:00,10.2012758255
2024.09.18 21:00:00,10.1969909668
2024.09.18 22:00:00,10.1939125061
2024.09.18 23:00:00,10.1926269531
2024.09.19 00:00:00,10.1907587051
2024.09.19 01:00:00,10.1897325516
2024.09.19 02:00:00,10.1893510818
2024.09.19 03:00:00,10.1902427673
2024.09.19 04:00:00,10.1909170151
2024.09.19 05:00:00,10.1915931702
2024.09.19 06:00:00,10.1913986206
2024.09.19 07:00:00,10.1920175552
2024.09.19 08:00:00,10.192489624
2024.09.19 09:00:00,10.1932659149
2024.09.19 10:00:00,10.1935396194
2024.09.19 11:00:00,10.1970129013
2024.09.19 12:00:00,10.2038631439
2024.09.19 13:00:00,10.2142019272
2024.09.19 14:00:00,10.2192993164
2024.09.19 15:00:00,10.2238140106
2024.09.19 16:00:00,10.2275247574
2024.09.19 17:00:00,10.2316455841
2024.09.19 18:00:00,10.2322311401
2024.09.19 19:00:00,10.2292757034
2024.09.19 20:00:00,10.2258644104
2024.09.19 21:00:00,10.2229833603
2024.09.19 22:00:00,10.2208051682
2024.09.19 23:00:00,10.2187700272
2024.09.20 00:00:00,10.2168693542
2024.09.20 01:00:00,10.2156391144
2024.09.20 02:00:00,10.2155227661
2024.09.20 03:00:00,10.2159194946
2024.09.20 04:00:00,10.2159795761
2024.09.20 05:00:00,10.2145328522
2024.09.20 06:00:00,10.2069129944
2024.09.20 07:00:00,10.2058296204
2024.09.20 08:00:00,10.2058258057
2024.09.20 09:00:00,10.2052240372
2024.09.20 10:00:00,10.2062520981
2024.09.20 11:00:00,10.2080049515
2024.09.20 12:00:00,10.2151641846
2024.09.20 13:00:00,10.219748497
2024.09.20 14:00:00,10.2241840363
2024.09.20 15:00:00,10.2273960114
2024.09.20 16:00:00,10.2300691605
2024.09.20 17:00:00,10.2302646637
2024.09.20 18:00:00,10.2291231155
2024.09.20 19:00:00,10.2310819626
2024.09.20 20:00:00,10.2293148041
2024.09.20 21:00:00,10.2256231308
2024.09.20 22:00:00,10.2223138809
2024.09.20 23:00:00,10.219877243
2024.09.21 00:00:00,10.1944856644
2024.09.21 01:00:00,10.1914291382
2024.09.21 02:00:00,10.2007455826
2024.09.21 03:00:00,10.205704689
2024.09.21 04:00:00,10.2019281387
2024.09.21 05:00:00,10.2026519775
2024.09.21 06:00:00,10.2069120407
2024.09.21 07:00:00,10.2087268829
2024.09.21 08:00:00,10.2099838257
2024.09.21 09:00:00,10.2154970169
2024.09.21 10:00:00,10.2145271301
2024.09.21 11:00:00,10.2213182449
2024.09.21 12:00:00,10.2230176926
2024.09.21 13:00:00,10.2266769409
2024.09.21 14:00:00,10.2281913757
2024.09.21 15:00:00,10.2216157913
2024.09.21 16:00:00,10.2133245468
2024.09.21 17:00:00,10.2113275528
2024.09.21 18:00:00,10.2085151672
2024.09.21 19:00:00,10.211353302
2024.09.21 20:00:00,10.2143211365
2024.09.21 21:00:00,10.2172307968
2024.09.21 22:00:00,10.2191581726
2024.09.21 23:00:00,10.2196922302
2024.09.22 00:00:00,10.2218675613
2024.09.22 01:00:00,10.2233533859
2024.09.22 02:00:00,10.2240581512
2024.09.22 03:00:00,10.2249851227
2024.09.22 04:00:00,10.2247276306
2024.09.22 05:00:00,10.2263631821
2024.09.22 06:00:00,10.2272233963
2024.09.22 07:00:00,10.2294111252
2024.09.22 08:00:00,10.2286062241
2024.09.22 09:00:00,10.2214365005
2024.09.22 10:00:00,10.2136650085
2024.09.22 11:00:00,10.1770601273
2024.09.22 12:00:00,10.1497879028
2024.09.22 13:00:00,10.1603069305
2024.09.22 14:00:00,10.1748342514
2024.09.22 15:00:00,10.1876115799
2024.09.22 16:00:00,10.1940898895
2024.09.22 17:00:00,10.1990146637
2024.09.22 18:00:00,10.1999511719
2024.09.22 19:00:00,10.2027978897
2024.09.22 20:00:00,10.2019090652
2024.09.22 21:00:00,10.2034425735
2024.09.22 22:00:00,10.2053995132
2024.09.22 23:00:00,10.2067689896
2024.09.23 00:00:00,10.2064476013
2024.09.23 01:00:00,10.1965465546
2024.09.23 02:00:00,10.2042732239
2024.09.23 03:00:00,10.1972875595
2024.09.23 04:00:00,10.1978874207
2024.09.23 05:00:00,10.1999874115
2024.09.23 06:00:00,10.2028903961
2024.09.23 07:00:00,10.2031993866
2024.09.23 08:00:00,10.1823968887
2024.09.23 09:00:00,10.181681633
2024.09.23 10:00:00,10.1966094971
2024.09.23 11:00:00,10.2122859955
2024.09.23 12:00:00,10.2229633331
2024.09.23 13:00:00,10.2238264084
2024.09.23 14:00:00,10.2254285812
2024.09.23 15:00:00,10.2253808975
2024.09.23 16:00:00,10.2265758514
2024.09.23 17:00:00,10.223651886
2024.09.23 18:00:00,10.2242946625
2024.09.23 19:00:00,10.2158336639
2024.09.23 20:00:00,10.2160139084
2024.09.23 21:00:00,10.2148914337
2024.09.23 22:00:00,10.2044296265
2024.09.23 23:00:00,10.2106389999
2024.09.24 00:00:00,10.2115459442
2024.09.24 01:00:00,10.2133693695
2024.09.24 02:00:00,10.215215683
2024.09.24 03:00:00,10.2141199112
2024.09.24 04:00:00,10.214553833
2024.09.24 05:00:00,10.2142543793
2024.09.24 06:00:00,10.2122383118
2024.09.24 07:00:00,10.207452774
2024.09.24 08:00:00,10.1992578506
2024.09.24 09:00:00,10.1987657547
2024.09.24 10:00:00,10.2048416138
2024.09.24 11:00:00,10.2097635269
2024.09.24 12:00:00,10.2006492615
2024.09.24 13:00:00,10.2040653229
2024.09.24 14:00:00,10.2049970627
2024.09.24 15:00:00,10.2083120346
2024.09.24 16:00:00,10.214302063
2024.09.24 17:00:00,10.2135639191
2024.09.24 18:00:00,10.2170276642
2024.09.24 19:00:00,10.2175502777
2024.09.24 20:00:00,10.2193565369
2024.09.24 21:00:00,10.2200212479
2024.09.24 22:00:00,10.2177801132
2024.09.24 23:00:00,10.2102632523
2024.09.25 00:00:00,10.2107219696
2024.09.25 01:00:00,10.2132492065
2024.09.25 02:00:00,10.2134971619
2024.09.25 03:00:00,10.2140903473
2024.09.25 04:00:00,10.2160167694
2024.09.25 05:00:00,10.215678215
2024.09.25 06:00:00,10.2152853012
2024.09.25 07:00:00,10.2052021027
2024.09.25 08:00:00,10.2048301697
2024.09.25 09:00:00,10.2018404007
2024.09.25 10:00:00,10.214430809
2024.09.25 11:00:00,10.2233781815
2024.09.25 12:00:00,10.230843544
2024.09.25 13:00:00,10.2365474701
2024.09.25 14:00:00,10.2414226532
2024.09.25 15:00:00,10.2425813675
2024.09.25 16:00:00,10.2409772873
2024.09.25 17:00:00,10.2362241745
2024.09.25 18:00:00,10.2306404114
2024.09.25 19:00:00,10.2309331894
2024.09.25 20:00:00,10.2293233871
2024.09.25 21:00:00,10.2280721664
2024.09.25 22:00:00,10.2282352448
2024.09.25 23:00:00,10.2278575897
2024.09.26 00:00:00,10.2283639908
2024.09.26 01:00:00,10.2289028168
2024.09.26 02:00:00,10.2286491394
2024.09.26 03:00:00,10.2288799286
2024.09.26 04:00:00,10.2290258408
2024.09.26 05:00:00,10.2296209335
2024.09.26 06:00:00,10.2301311493
2024.09.26 07:00:00,10.2304544449
2024.09.26 08:00:00,10.2310209274
2024.09.26 09:00:00,10.2328481674
2024.09.26 10:00:00,10.2360029221
2024.09.26 11:00:00,10.2376613617
2024.09.26 12:00:00,10.2405195236
2024.09.26 13:00:00,10.2443313599
2024.09.26 14:00:00,10.2512569427
2024.09.26 15:00:00,10.25623703
2024.09.26 16:00:00,10.2576122284
2024.09.26 17:00:00,10.2569227219
2024.09.26 18:00:00,10.2538528442
2024.09.26 19:00:00,10.2501792908
2024.09.26 20:00:00,10.2466897964
2024.09.26 21:00:00,10.2441339493
2024.09.26 22:00:00,10.2417020798
2024.09.26 23:00:00,10.2418041229
2024.09.27 00:00:00,10.2405099869
2024.09.27 01:00:00,10.241065979
2024.09.27 02:00:00,10.2401332855
2024.09.27 03:00:00,10.2414579391
2024.09.27 04:00:00,10.2410621643
2024.09.27 05:00:00,10.2406139374
2024.09.27 06:00:00,10.2416782379
2024.09.27 07:00:00,10.2414445877
2024.09.27 08:00:00,10.2419061661
2024.09.27 09:00:00,10.2426996231
2024.09.27 10:00:00,10.2418756485
2024.09.27 11:00:00,10.2408046722
2024.09.27 12:00:00,10.2411146164
2024.09.27 13:00:00,10.2398443222
2024.09.27 14:00:00,10.2390375137
2024.09.27 15:00:00,10.2409353256
2024.09.27 16:00:00,10.2422714233
2024.09.27 17:00:00,10.2397174835
2024.09.27 18:00:00,10.237742424
2024.09.27 19:00:00,10.2374296188
2024.09.27 20:00:00,10.2382650375
2024.09.27 21:00:00,10.2378406525
2024.09.27 22:00:00,10.2383394241
2024.09.27 23:00:00,10.2393541336
2024.09.28 00:00:00,10.2399635315
2024.09.28 01:00:00,10.2233552933
2024.09.28 02:00:00,10.2345161438
2024.09.28 03:00:00,10.2395029068
2024.09.28 04:00:00,10.2402858734
2024.09.28 05:00:00,10.2401571274
2024.09.28 06:00:00,10.2410650253
2024.09.28 07:00:00,10.2431249619
2024.09.28 08:00:00,10.2420272827
2024.09.28 09:00:00,10.2487049103
2024.09.28 10:00:00,10.2579965591
2024.09.28 11:00:00,10.2665624619
2024.09.28 12:00:00,10.2748413086
2024.09.28 13:00:00,10.2810840607
2024.09.28 14:00:00,10.2841262817
2024.09.28 15:00:00,10.2824239731
2024.09.28 16:00:00,10.281876564
2024.09.28 17:00:00,10.2877731323
2024.09.28 18:00:00,10.2892742157
2024.09.28 19:00:00,10.2864437103
2024.09.28 20:00:00,10.283203125
2024.09.28 21:00:00,10.2784891129
2024.09.28 22:00:00,10.2754688263
2024.09.28 23:00:00,10.2711305618
2024.09.29 00:00:00,10.2691431046
2024.09.29 01:00:00,10.2680263519
2024.09.29 02:00:00,10.26633358
2024.09.29 03:00:00,10.2656965256
2024.09.29 04:00:00,10.265250206
2024.09.29 05:00:00,10.2642459869
2024.09.29 06:00:00,10.2617282867
2024.09.29 07:00:00,10.2594261169
2024.09.29 08:00:00,10.2580213547
2024.09.29 09:00:00,10.2572603226
2024.09.29 10:00:00,10.2563781738
2024.09.29 11:00:00,10.2579555511
2024.09.29 12:00:00,10.2589616776
2024.09.29 13:00:00,10.260933876
2024.09.29 14:00:00,10.2644929886
2024.09.29 15:00:00,10.2676067352
2024.09.29 16:00:00,10.2702455521
2024.09.29 17:00:00,10.2704572678
2024.09.29 18:00:00,10.2683267593
2024.09.29 19:00:00,10.2654571533
2024.09.29 20:00:00,10.2633018494
2024.09.29 21:00:00,10.2609453201
2024.09.29 22:00:00,10.2589740753
2024.09.29 23:00:00,10.257270813
2024.09.30 00:00:00,10.256064415
2024.09.30 01:00:00,10.2540578842
2024.09.30 02:00:00,10.2539281845
2024.09.30 03:00:00,10.2536067963
2024.09.30 04:00:00,10.2522106171
2024.09.30 05:00:00,10.2535257339
2024.09.30 06:00:00,10.2536745071
2024.09.30 07:00:00,10.254691124
2024.09.30 08:00:00,10.2561674118
2024.09.30 09:00:00,10.257267952
2024.09.30 10:00:00,10.2585697174
2024.09.30 11:00:00,10.2616729736
2024.09.30 12:00:00,10.2657022476
2024.09.30 13:00:00,10.2700500488
2024.09.30 14:00:00,10.2733192444
2024.09.30 15:00:00,10.2778759003
2024.09.30 16:00:00,10.2805356979
2024.09.30 17:00:00,10.2813444138
2024.09.30 18:00:00,10.2790880203
2024.09.30 19:00:00,10.2761631012
2024.09.30 20:00:00,10.2730503082
2024.09.30 21:00:00,10.2707328796
2024.09.30 22:00:00,10.269112587
2024.09.30 23:00:00,10.2671861649
2024.10.01 00:00:00,10.2650575638
2024.10.01 01:00:00,10.2638597488
2024.10.01 02:00:00,10.2622737885
2024.10.01 03:00:00,10.2623920441
2024.10.01 04:00:00,10.2626857758
2024.10.01 05:00:00,10.2627973557
2024.10.01 06:00:00,10.2635469437
2024.10.01 07:00:00,10.2647037506
2024.10.01 08:00:00,10.265545845
2024.10.01 09:00:00,10.2675828934
2024.10.01 10:00:00,10.270365715
2024.10.01 11:00:00,10.2775125504
2024.10.01 12:00:00,10.2863874435
2024.10.01 13:00:00,10.2883529663
2024.10.01 14:00:00,10.2904224396
2024.10.01 15:00:00,10.2909994125
