Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.09.08 15:00:00,5.33359298061E-06
2024.09.08 16:00:00,5.20243793289E-06
2024.09.08 17:00:00,5.06248397869E-06
2024.09.08 18:00:00,4.90271622766E-06
2024.09.08 19:00:00,4.73003547086E-06
2024.09.08 20:00:00,4.57057558378E-06
2024.09.08 21:00:00,4.4135722419E-06
2024.09.08 22:00:00,4.27390341429E-06
2024.09.08 23:00:00,4.14555734096E-06
2024.09.09 00:00:00,4.02881596528E-06
2024.09.09 01:00:00,3.91997491533E-06
2024.09.09 02:00:00,3.81853033105E-06
2024.09.09 03:00:00,3.72487056666E-06
2024.09.09 04:00:00,3.63584854313E-06
2024.09.09 05:00:00,3.55855445378E-06
2024.09.09 06:00:00,3.49790980181E-06
2024.09.09 07:00:00,3.44502450389E-06
2024.09.09 08:00:00,3.39459870702E-06
2024.09.09 09:00:00,3.35380173055E-06
2024.09.09 10:00:00,3.32050080942E-06
2024.09.09 11:00:00,3.28881651512E-06
2024.09.09 12:00:00,3.25572545989E-06
2024.09.09 13:00:00,3.21876154885E-06
2024.09.09 14:00:00,3.17370586345E-06
2024.09.09 15:00:00,3.12283873427E-06
2024.09.09 16:00:00,3.07036452796E-06
2024.09.09 17:00:00,3.01976797346E-06
2024.09.09 18:00:00,2.97576480079E-06
2024.09.09 19:00:00,2.93999369205E-06
2024.09.09 20:00:00,2.91351716442E-06
2024.09.09 21:00:00,2.89646163765E-06
2024.09.09 22:00:00,2.88605770038E-06
2024.09.09 23:00:00,2.8794231639E-06
2024.09.10 00:00:00,2.87403690891E-06
2024.09.10 01:00:00,2.86923864223E-06
2024.09.10 02:00:00,2.86642080027E-06
2024.09.10 03:00:00,2.868827778E-06
2024.09.10 04:00:00,2.87667285193E-06
2024.09.10 05:00:00,2.88784849545E-06
2024.09.10 06:00:00,2.90111847789E-06
2024.09.10 07:00:00,2.91584888146E-06
2024.09.10 08:00:00,2.9300033475E-06
2024.09.10 09:00:00,2.94277288049E-06
2024.09.10 10:00:00,2.95398854178E-06
2024.09.10 11:00:00,2.96237703878E-06
2024.09.10 12:00:00,2.96686766887E-06
2024.09.10 13:00:00,2.97086103274E-06
2024.09.10 14:00:00,2.97311839859E-06
2024.09.10 15:00:00,2.97374049296E-06
2024.09.10 16:00:00,2.97444125863E-06
2024.09.10 17:00:00,2.9759660265E-06
2024.09.10 18:00:00,2.97907968161E-06
2024.09.10 19:00:00,2.98499253404E-06
2024.09.10 20:00:00,2.99333169096E-06
2024.09.10 21:00:00,3.00433885059E-06
2024.09.10 22:00:00,3.01784780277E-06
2024.09.10 23:00:00,3.03416413772E-06
2024.09.11 00:00:00,3.05331855088E-06
2024.09.11 01:00:00,3.07411301037E-06
2024.09.11 02:00:00,3.09705183099E-06
2024.09.11 03:00:00,3.12194470098E-06
2024.09.11 04:00:00,3.14822204928E-06
2024.09.11 05:00:00,3.17615945278E-06
2024.09.11 06:00:00,3.20630397255E-06
2024.09.11 07:00:00,3.23999029206E-06
2024.09.11 08:00:00,3.27410430145E-06
2024.09.11 09:00:00,3.30612670041E-06
2024.09.11 10:00:00,3.33301795763E-06
2024.09.11 11:00:00,3.33864090862E-06
2024.09.11 12:00:00,3.33775187755E-06
2024.09.11 13:00:00,3.33259572471E-06
2024.09.11 14:00:00,3.3252592857E-06
2024.09.11 15:00:00,3.3165097193E-06
2024.09.11 16:00:00,3.31045862367E-06
2024.09.11 17:00:00,3.30976263285E-06
2024.09.11 18:00:00,3.31514615937E-06
2024.09.11 19:00:00,3.32774106937E-06
2024.09.11 20:00:00,3.34881246999E-06
2024.09.11 21:00:00,3.38263043886E-06
2024.09.11 22:00:00,3.42994917446E-06
2024.09.11 23:00:00,3.47448440152E-06
2024.09.12 00:00:00,3.5092627968E-06
2024.09.12 01:00:00,3.53914515472E-06
2024.09.12 02:00:00,3.56804639523E-06
2024.09.12 03:00:00,3.59728369403E-06
2024.09.12 04:00:00,3.6260548768E-06
2024.09.12 05:00:00,3.65448477169E-06
2024.09.12 06:00:00,3.68280552721E-06
2024.09.12 07:00:00,3.71028886548E-06
2024.09.12 08:00:00,3.73702505385E-06
2024.09.12 09:00:00,3.76110529032E-06
2024.09.12 10:00:00,3.78084337171E-06
2024.09.12 11:00:00,3.79327525479E-06
