Time [yyyy.MM.dd HH:mm:ss],OXY [g/m3]
2024.08.01 00:00:00,10
2024.08.01 01:00:00,10.0809059143
2024.08.01 02:00:00,10.0231237411
2024.08.01 03:00:00,10.0197134018
2024.08.01 04:00:00,10.0153331757
2024.08.01 05:00:00,10.0103139877
2024.08.01 06:00:00,10.0115442276
2024.08.01 07:00:00,10.0058393478
2024.08.01 08:00:00,10.0059452057
2024.08.01 09:00:00,10.0013427734
2024.08.01 10:00:00,9.99908733368
2024.08.01 11:00:00,10.0024518967
2024.08.01 12:00:00,10.0037784576
2024.08.01 13:00:00,10.0073804855
2024.08.01 14:00:00,10.0067739487
2024.08.01 15:00:00,10.001086235
2024.08.01 16:00:00,9.99995422363
2024.08.01 17:00:00,10.0051012039
2024.08.01 18:00:00,10.0042114258
2024.08.01 19:00:00,9.99589633942
2024.08.01 20:00:00,9.98850154877
2024.08.01 21:00:00,9.9880361557
2024.08.01 22:00:00,9.9864282608
2024.08.01 23:00:00,9.98539066315
2024.08.02 00:00:00,9.98044395447
2024.08.02 01:00:00,9.97958087921
2024.08.02 02:00:00,9.98080062866
2024.08.02 03:00:00,9.97678279877
2024.08.02 04:00:00,9.97874736786
2024.08.02 05:00:00,9.97459316254
2024.08.02 06:00:00,9.97473144531
2024.08.02 07:00:00,9.97688579559
2024.08.02 08:00:00,9.97253322601
2024.08.02 09:00:00,9.9642534256
2024.08.02 10:00:00,9.95610332489
2024.08.02 11:00:00,9.95464038849
2024.08.02 12:00:00,9.95767974854
2024.08.02 13:00:00,9.95931720734
2024.08.02 14:00:00,9.96277523041
2024.08.02 15:00:00,9.96999168396
2024.08.02 16:00:00,9.9780216217
2024.08.02 17:00:00,9.98293018341
2024.08.02 18:00:00,9.98730754852
2024.08.02 19:00:00,9.99053096771
2024.08.02 20:00:00,9.98452281952
2024.08.02 21:00:00,9.98015117645
2024.08.02 22:00:00,9.88000488281
2024.08.02 23:00:00,9.64078235626
2024.08.03 00:00:00,9.47032737732
2024.08.03 01:00:00,9.50915813446
2024.08.03 02:00:00,9.69231319427
2024.08.03 03:00:00,9.86081600189
2024.08.03 04:00:00,9.88465690613
2024.08.03 05:00:00,9.91638565063
2024.08.03 06:00:00,9.95233535767
2024.08.03 07:00:00,9.95635223389
2024.08.03 08:00:00,9.95697784424
2024.08.03 09:00:00,9.95088386536
2024.08.03 10:00:00,9.9471950531
2024.08.03 11:00:00,9.94637012482
2024.08.03 12:00:00,9.94882965088
2024.08.03 13:00:00,9.95179176331
2024.08.03 14:00:00,9.95772647858
2024.08.03 15:00:00,9.95589733124
2024.08.03 16:00:00,9.95842456818
2024.08.03 17:00:00,9.95768928528
2024.08.03 18:00:00,9.95785140991
2024.08.03 19:00:00,9.95369720459
2024.08.03 20:00:00,9.85305118561
2024.08.03 21:00:00,9.58107376099
2024.08.03 22:00:00,9.61768627167
2024.08.03 23:00:00,9.49613857269
2024.08.04 00:00:00,9.47228908539
2024.08.04 01:00:00,9.59195137024
2024.08.04 02:00:00,9.71082782745
2024.08.04 03:00:00,9.87297821045
2024.08.04 04:00:00,9.92357826233
2024.08.04 05:00:00,9.92983341217
2024.08.04 06:00:00,9.93330860138
2024.08.04 07:00:00,9.93629837036
2024.08.04 08:00:00,9.94032764435
2024.08.04 09:00:00,9.94199466705
2024.08.04 10:00:00,9.9422492981
2024.08.04 11:00:00,9.94136047363
2024.08.04 12:00:00,9.26639842987
2024.08.04 13:00:00,9.25376415253
2024.08.04 14:00:00,9.2622127533
2024.08.04 15:00:00,8.97121334076
2024.08.04 16:00:00,9.40955924988
2024.08.04 17:00:00,9.88627433777
2024.08.04 18:00:00,9.91587638855
2024.08.04 19:00:00,9.92100429535
2024.08.04 20:00:00,9.92354297638
2024.08.04 21:00:00,9.92531490326
2024.08.04 22:00:00,9.93007183075
2024.08.04 23:00:00,9.92976570129
2024.08.05 00:00:00,9.92766571045
2024.08.05 01:00:00,9.92810344696
2024.08.05 02:00:00,9.92854785919
2024.08.05 03:00:00,9.93004322052
2024.08.05 04:00:00,9.93768310547
2024.08.05 05:00:00,9.93687152863
2024.08.05 06:00:00,9.93623447418
2024.08.05 07:00:00,9.93587875366
2024.08.05 08:00:00,9.93408966064
2024.08.05 09:00:00,9.93520832062
2024.08.05 10:00:00,9.93267154694
2024.08.05 11:00:00,9.9338684082
2024.08.05 12:00:00,9.93017959595
2024.08.05 13:00:00,9.32470989227
2024.08.05 14:00:00,9.41747093201
2024.08.05 15:00:00,9.55682182312
2024.08.05 16:00:00,9.89252090454
2024.08.05 17:00:00,9.91608428955
2024.08.05 18:00:00,9.91406345367
2024.08.05 19:00:00,9.91373157501
2024.08.05 20:00:00,9.91464614868
2024.08.05 21:00:00,9.91577148438
2024.08.05 22:00:00,9.91823959351
2024.08.05 23:00:00,9.91463088989
2024.08.06 00:00:00,9.91491508484
2024.08.06 01:00:00,9.91789722443
2024.08.06 02:00:00,9.91553592682
2024.08.06 03:00:00,9.9159526825
2024.08.06 04:00:00,9.91973972321
2024.08.06 05:00:00,9.92118358612
2024.08.06 06:00:00,9.92187309265
2024.08.06 07:00:00,9.92311477661
2024.08.06 08:00:00,9.92311668396
2024.08.06 09:00:00,9.92220020294
2024.08.06 10:00:00,9.92265987396
2024.08.06 11:00:00,9.9219417572
2024.08.06 12:00:00,9.91997051239
2024.08.06 13:00:00,9.92155361176
2024.08.06 14:00:00,9.9199924469
2024.08.06 15:00:00,9.92078399658
2024.08.06 16:00:00,9.92307853699
2024.08.06 17:00:00,9.5837802887
2024.08.06 18:00:00,9.58672523499
2024.08.06 19:00:00,9.88594055176
2024.08.06 20:00:00,9.90536689758
2024.08.06 21:00:00,9.90634536743
2024.08.06 22:00:00,9.90638637543
2024.08.06 23:00:00,9.90797233582
2024.08.07 00:00:00,9.91067886353
2024.08.07 01:00:00,9.91095256805
2024.08.07 02:00:00,9.91427993774
2024.08.07 03:00:00,9.91446018219
2024.08.07 04:00:00,9.91875934601
2024.08.07 05:00:00,9.91935253143
2024.08.07 06:00:00,9.92123126984
2024.08.07 07:00:00,9.923412323
2024.08.07 08:00:00,9.91965198517
2024.08.07 09:00:00,9.92096233368
2024.08.07 10:00:00,9.9194278717
2024.08.07 11:00:00,9.91653728485
2024.08.07 12:00:00,9.90921974182
2024.08.07 13:00:00,9.90462875366
2024.08.07 14:00:00,9.90209770203
2024.08.07 15:00:00,9.90152549744
2024.08.07 16:00:00,9.90467739105
2024.08.07 17:00:00,9.90658760071
2024.08.07 18:00:00,9.9056854248
2024.08.07 19:00:00,9.9024105072
2024.08.07 20:00:00,9.57137012482
2024.08.07 21:00:00,9.3595905304
2024.08.07 22:00:00,9.32978343964
2024.08.07 23:00:00,9.50998687744
2024.08.08 00:00:00,9.83535003662
2024.08.08 01:00:00,9.8692483902
2024.08.08 02:00:00,9.84235668182
2024.08.08 03:00:00,9.5555934906
2024.08.08 04:00:00,9.56880474091
2024.08.08 05:00:00,9.8633146286
2024.08.08 06:00:00,9.88384819031
2024.08.08 07:00:00,9.88983535767
