Time [yyyy.MM.dd HH:mm:ss],dTR1 [g/m3]
2024.09.12 18:00:00,8.65367474034E-06
2024.09.12 19:00:00,8.65384845383E-06
2024.09.12 20:00:00,8.65618767421E-06
2024.09.12 21:00:00,8.65970196173E-06
2024.09.12 22:00:00,8.66635582497E-06
2024.09.12 23:00:00,8.67927337822E-06
2024.09.13 00:00:00,8.69527320901E-06
2024.09.13 01:00:00,8.71002612257E-06
2024.09.13 02:00:00,8.72191412782E-06
2024.09.13 03:00:00,8.73160297488E-06
2024.09.13 04:00:00,8.74128545547E-06
2024.09.13 05:00:00,8.74995566846E-06
2024.09.13 06:00:00,8.75746263773E-06
2024.09.13 07:00:00,8.76275771589E-06
2024.09.13 08:00:00,8.76499962033E-06
2024.09.13 09:00:00,8.76215744938E-06
2024.09.13 10:00:00,8.75282603374E-06
2024.09.13 11:00:00,8.74990200828E-06
2024.09.13 12:00:00,8.76290505403E-06
2024.09.13 13:00:00,8.79364779394E-06
2024.09.13 14:00:00,8.83871234691E-06
2024.09.13 15:00:00,8.88869180926E-06
2024.09.13 16:00:00,8.92918887985E-06
2024.09.13 17:00:00,8.94312688615E-06
2024.09.13 18:00:00,8.93629930943E-06
2024.09.13 19:00:00,8.91708441486E-06
2024.09.13 20:00:00,8.8876722657E-06
2024.09.13 21:00:00,8.85772806214E-06
2024.09.13 22:00:00,8.83134907781E-06
2024.09.13 23:00:00,8.81283085619E-06
2024.09.14 00:00:00,8.80404240888E-06
2024.09.14 01:00:00,8.8029582912E-06
2024.09.14 02:00:00,8.80588868313E-06
2024.09.14 03:00:00,8.80987045093E-06
2024.09.14 04:00:00,8.8116958068E-06
2024.09.14 05:00:00,8.80802963366E-06
2024.09.14 06:00:00,8.79600884218E-06
2024.09.14 07:00:00,8.77436377777E-06
2024.09.14 08:00:00,8.74527904671E-06
2024.09.14 09:00:00,8.71672818903E-06
2024.09.14 10:00:00,8.69260111358E-06
2024.09.14 11:00:00,8.67775543156E-06
2024.09.14 12:00:00,8.67509515956E-06
2024.09.14 13:00:00,8.68434290169E-06
2024.09.14 14:00:00,8.70543408382E-06
2024.09.14 15:00:00,8.73710450833E-06
2024.09.14 16:00:00,8.7694324975E-06
2024.09.14 17:00:00,8.78799892234E-06
2024.09.14 18:00:00,8.78812807059E-06
