Time [yyyy.MM.dd HH:mm:ss],dTR1 [g/m3]
2024.08.09 22:00:00,5.16800824357E-09
2024.08.09 23:00:00,5.45896350346E-09
2024.08.10 00:00:00,5.62636781609E-09
2024.08.10 01:00:00,5.67282665287E-09
2024.08.10 02:00:00,5.6956634964E-09
2024.08.10 03:00:00,5.75253711332E-09
2024.08.10 04:00:00,5.8126641278E-09
2024.08.10 05:00:00,5.89892934499E-09
2024.08.10 06:00:00,6.01583227677E-09
2024.08.10 07:00:00,6.13006534422E-09
2024.08.10 08:00:00,6.28417096138E-09
2024.08.10 09:00:00,6.47503783924E-09
2024.08.10 10:00:00,6.77155975737E-09
2024.08.10 11:00:00,7.2240990967E-09
2024.08.10 12:00:00,7.70657493376E-09
2024.08.10 13:00:00,7.91645415887E-09
2024.08.10 14:00:00,7.90295207054E-09
2024.08.10 15:00:00,7.93314747227E-09
2024.08.10 16:00:00,7.8954753846E-09
2024.08.10 17:00:00,7.78967290671E-09
2024.08.10 18:00:00,7.76424879945E-09
2024.08.10 19:00:00,7.79814968155E-09
2024.08.10 20:00:00,7.84655007635E-09
2024.08.10 21:00:00,7.9172144396E-09
2024.08.10 22:00:00,8.01522315186E-09
2024.08.10 23:00:00,8.09279931957E-09
2024.08.11 00:00:00,8.17420353627E-09
2024.08.11 01:00:00,8.24396106935E-09
2024.08.11 02:00:00,8.30727042711E-09
2024.08.11 03:00:00,8.36412361593E-09
2024.08.11 04:00:00,8.4101383635E-09
2024.08.11 05:00:00,8.4306757131E-09
2024.08.11 06:00:00,8.47827053008E-09
2024.08.11 07:00:00,8.52047676858E-09
2024.08.11 08:00:00,8.56069348742E-09
2024.08.11 09:00:00,8.61361293403E-09
2024.08.11 10:00:00,8.69571348261E-09
2024.08.11 11:00:00,8.79145467536E-09
2024.08.11 12:00:00,8.92796059304E-09
2024.08.11 13:00:00,9.04997321527E-09
2024.08.11 14:00:00,9.09476227662E-09
2024.08.11 15:00:00,9.06286334867E-09
2024.08.11 16:00:00,9.00864183251E-09
2024.08.11 17:00:00,8.98083918344E-09
2024.08.11 18:00:00,8.96732554878E-09
2024.08.11 19:00:00,9.01303742751E-09
2024.08.11 20:00:00,9.08631037078E-09
2024.08.11 21:00:00,9.15159148462E-09
2024.08.11 22:00:00,9.21280207677E-09
2024.08.11 23:00:00,9.27889320934E-09
2024.08.12 00:00:00,9.35262001178E-09
2024.08.12 01:00:00,9.41022992862E-09
2024.08.12 02:00:00,9.46388745149E-09
2024.08.12 03:00:00,9.53097512024E-09
2024.08.12 04:00:00,9.60178958564E-09
2024.08.12 05:00:00,9.65841628897E-09
2024.08.12 06:00:00,9.72072466965E-09
2024.08.12 07:00:00,9.77551284365E-09
2024.08.12 08:00:00,9.81312986426E-09
2024.08.12 09:00:00,9.84644010771E-09
2024.08.12 10:00:00,9.89793313977E-09
2024.08.12 11:00:00,9.94202231652E-09
2024.08.12 12:00:00,1.00028847427E-08
2024.08.12 13:00:00,1.00838626338E-08
2024.08.12 14:00:00,1.02503197041E-08
2024.08.12 15:00:00,1.03868211809E-08
2024.08.12 16:00:00,1.04550235136E-08
2024.08.12 17:00:00,1.05068975742E-08
2024.08.12 18:00:00,1.05749009549E-08
2024.08.12 19:00:00,1.06411564005E-08
2024.08.12 20:00:00,1.07192423826E-08
2024.08.12 21:00:00,1.08174891267E-08
2024.08.12 22:00:00,1.09014770544E-08
2024.08.12 23:00:00,1.10338875814E-08
2024.08.13 00:00:00,1.11554436799E-08
2024.08.13 01:00:00,1.12883213887E-08
2024.08.13 02:00:00,1.14300338083E-08
2024.08.13 03:00:00,1.15888019181E-08
2024.08.13 04:00:00,1.17600391647E-08
2024.08.13 05:00:00,1.1925814114E-08
2024.08.13 06:00:00,1.20836567419E-08
2024.08.13 07:00:00,1.22320047424E-08
2024.08.13 08:00:00,1.2377769032E-08
2024.08.13 09:00:00,1.24940005009E-08
2024.08.13 10:00:00,1.26361170416E-08
2024.08.13 11:00:00,1.28284964873E-08
2024.08.13 12:00:00,1.29763995105E-08
2024.08.13 13:00:00,1.31306476803E-08
2024.08.13 14:00:00,1.32973303479E-08
2024.08.13 15:00:00,1.34400908181E-08
2024.08.13 16:00:00,1.35175719507E-08
2024.08.13 17:00:00,1.35834250514E-08
2024.08.13 18:00:00,1.37359705832E-08
2024.08.13 19:00:00,1.39405154087E-08
2024.08.13 20:00:00,1.41358471595E-08
2024.08.13 21:00:00,1.43304497158E-08
2024.08.13 22:00:00,1.4535451065E-08
2024.08.13 23:00:00,1.47588199439E-08
2024.08.14 00:00:00,1.49702010788E-08
2024.08.14 01:00:00,1.51597809861E-08
2024.08.14 02:00:00,1.51973580387E-08
2024.08.14 03:00:00,1.54752690662E-08
2024.08.14 04:00:00,1.58494142255E-08
2024.08.14 05:00:00,1.6212240439E-08
2024.08.14 06:00:00,1.65531464091E-08
2024.08.14 07:00:00,1.68449840743E-08
2024.08.14 08:00:00,1.70933081023E-08
2024.08.14 09:00:00,1.73205911835E-08
2024.08.14 10:00:00,1.75422893989E-08
2024.08.14 11:00:00,1.77761467768E-08
2024.08.14 12:00:00,1.80020869323E-08
2024.08.14 13:00:00,1.82126225212E-08
2024.08.14 14:00:00,1.83919812713E-08
2024.08.14 15:00:00,1.86446733608E-08
2024.08.14 16:00:00,1.88581399385E-08
2024.08.14 17:00:00,1.90570013103E-08
2024.08.14 18:00:00,1.93036058249E-08
2024.08.14 19:00:00,1.95616340903E-08
2024.08.14 20:00:00,1.98194030077E-08
2024.08.14 21:00:00,2.01004564104E-08
2024.08.14 22:00:00,2.03832630774E-08
2024.08.14 23:00:00,2.0694049141E-08
2024.08.15 00:00:00,2.10097841347E-08
2024.08.15 01:00:00,2.13397068904E-08
2024.08.15 02:00:00,2.16822400034E-08
2024.08.15 03:00:00,2.20497398118E-08
2024.08.15 04:00:00,2.24111431635E-08
2024.08.15 05:00:00,2.27850733836E-08
2024.08.15 06:00:00,2.31481980251E-08
2024.08.15 07:00:00,2.34526940091E-08
2024.08.15 08:00:00,2.37362645095E-08
2024.08.15 09:00:00,2.40367423743E-08
2024.08.15 10:00:00,2.4395452769E-08
2024.08.15 11:00:00,2.4774415408E-08
2024.08.15 12:00:00,2.51757370506E-08
2024.08.15 13:00:00,2.58534598174E-08
2024.08.15 14:00:00,2.65061625981E-08
2024.08.15 15:00:00,2.72505378263E-08
2024.08.15 16:00:00,2.77467915311E-08
2024.08.15 17:00:00,2.80355365589E-08
2024.08.15 18:00:00,2.8202400415E-08
2024.08.15 19:00:00,2.83839298731E-08
2024.08.15 20:00:00,2.86394143956E-08
2024.08.15 21:00:00,2.89307191537E-08
2024.08.15 22:00:00,2.92191817408E-08
2024.08.15 23:00:00,2.95063884437E-08
2024.08.16 00:00:00,2.98319733361E-08
2024.08.16 01:00:00,3.01814502279E-08
2024.08.16 02:00:00,3.05526342004E-08
2024.08.16 03:00:00,3.0941261997E-08
