label,Cluster weight,longitude,latitude,time
1,0.0,6.401947,62.465779,
2,0.9508032577240464,6.4560447171644055,62.47163527624968,
3,0.9506115507697912,6.458486000443648,62.47174439676013,
4,0.9473629877888712,6.454705144613471,62.47800203506754,
5,20.173404615318947,6.416803204885114,62.47425537660271,
6,33.860603295043646,6.4076178288041845,62.46799964866948,
7,0.0,6.401947,62.465779,
