Model-spread score,Longitude,Latitude,time
0.6284271960145671,6.465559909013655,62.47221125870056,2024-08-07
0.6254417935476381,6.407358722041686,62.4685847568149,2024-08-07
0.6246206978003894,6.406500050104771,62.46823718115878,2024-08-07
0.6230572535519893,6.4057952851084705,62.46788757092113,2024-08-07
0.621448729842262,6.408007745080235,62.46910560266259,2024-08-07
0.6212755102443953,6.4085182880069365,62.469595496875755,2024-08-07
0.6211778685554884,6.405037547363554,62.46760696296254,2024-08-07
0.6200410327071969,6.405130883584092,62.46711511424695,2024-08-07
0.6199872517164396,6.404766058186107,62.46736600092437,2024-08-07
0.6197285666336294,6.407013642061683,62.466463690733775,2024-08-07
0.6189782353248265,6.4059287817918085,62.46664051201011,2024-08-07
0.618467988317719,6.404846312167208,62.46686167749344,2024-08-07
0.6181558947805367,6.414566460226654,62.47443574733539,2024-08-07
0.6176406732407167,6.41515435971826,62.47457617695396,2024-08-07
0.6170306703475743,6.408927155466546,62.47056341866512,2024-08-07
0.6169447789926762,6.4087917637964535,62.47024125372503,2024-08-07
0.6169408803814295,6.408254444462609,62.46659735420852,2024-08-07
0.614672414707703,6.416144105199369,62.47451042002944,2024-08-07
0.6124164574711914,6.413201216148235,62.47407996113499,2024-08-07
0.6098445532924689,6.40948664361212,62.47148494793706,2024-08-07
0.6091798215728111,6.415657576237626,62.47439066074263,2024-08-07
0.6084656704320214,6.4170450172326365,62.47467224390105,2024-08-07
0.6078970535088493,6.411757951743484,62.467101198205995,2024-08-07
0.6076096401752311,6.4174600649266145,62.474733830968354,2024-08-07
0.606549855613063,6.412323468920082,62.467192308581545,2024-08-07
0.6065118769472789,6.412542454096355,62.47385049153865,2024-08-07
0.6059873106756719,6.406855628155198,62.46882751219097,2024-08-07
0.6048779356095255,6.409740707632312,62.47202194059154,2024-08-07
0.6048064829463947,6.409186168851824,62.47120303977586,2024-08-07
0.6040894616326998,6.411462829672757,62.4733137026441,2024-08-07
0.6035301478121431,6.416511428631796,62.47434046170988,2024-08-07
0.6032409789042371,6.418272710759437,62.47472141548274,2024-08-07
0.6026149405755934,6.406086701232972,62.46843183229003,2024-08-07
0.601829665319411,6.410962246535244,62.473052289013815,2024-08-07
0.6012667131052074,6.4056276897230084,62.46834200513876,2024-08-07
0.6012463646009943,6.416926671599875,62.47441985349573,2024-08-07
0.6005038903543718,6.4188884377902085,62.4746835277637,2024-08-07
0.6001800579359744,6.413491341730626,62.46740115287057,2024-08-07
0.6000011005153536,6.405503086482806,62.468084944093654,2024-08-07
0.5997361551413924,6.419275223745347,62.47438870004219,2024-08-07
0.5987563311726606,6.404988528178395,62.468085632107005,2024-08-07
0.5975106252130383,6.4560447171644055,62.47163527624968,2024-08-07
0.5973973927835503,6.404705966256122,62.467871155433315,2024-08-07
0.5973901513493193,6.4584860004436475,62.47174439676013,2024-08-07
0.5973448423599628,6.40809453802432,62.4663119788121,2024-08-07
0.5970174134196888,6.419986492886214,62.47437198393803,2024-08-07
0.5966733298688529,6.414106064788295,62.467524205221764,2024-08-07
0.5966690107547448,6.417797255995343,62.474249384789424,2024-08-07
0.5964165298410734,6.417880349493601,62.47454867671389,2024-08-07
0.5955538277647456,6.409313249141524,62.466468213591675,2024-08-07
0.5953486660241429,6.454705144613471,62.47800203506754,2024-08-07
0.5953045104011941,6.409909722358452,62.466552137409806,2024-08-07
0.5952631215190437,6.411074680225754,62.466725733336126,2024-08-07
0.5952077471704236,6.406363218764757,62.4664104704359,2024-08-07
0.595086966329249,6.420410220938845,62.4740903373969,2024-08-07
0.5938486745566632,6.404077648903461,62.467359853660035,2024-08-07
0.5923589888070397,6.4052492207072556,62.46661285158505,2024-08-07
0.5920497927933653,6.420985766946445,62.47418413481126,2024-08-07
0.5920479559199976,6.403805103491531,62.46710799676001,2024-08-07
0.5914472702413509,6.421736413806529,62.4737489082507,2024-08-07
