cluster,Latitude,Longitude,Weight
0,62.47221125870056,6.465559909013655,1.0
1,62.467999648669476,6.4076178288041845,33.860603295043646
2,62.474255376602706,6.416803204885114,20.173404615318947
3,62.47163527624968,6.4560447171644055,0.9508032577240465
4,62.47174439676013,6.458486000443648,0.9506115507697913
5,62.47800203506754,6.454705144613471,0.9473629877888713
