Time [yyyy.MM.dd HH:mm:ss],NH4 [gN/m3]
2024.09.08 06:00:00,4.70808629416E-07
2024.09.08 07:00:00,4.70591459134E-07
2024.09.08 08:00:00,4.70373265671E-07
2024.09.08 09:00:00,4.70147114129E-07
2024.09.08 10:00:00,4.70121051421E-07
2024.09.08 11:00:00,4.69795850222E-07
2024.09.08 12:00:00,4.69473945941E-07
2024.09.08 13:00:00,4.69625604183E-07
2024.09.08 14:00:00,4.69631913802E-07
2024.09.08 15:00:00,4.69676393777E-07
2024.09.08 16:00:00,4.69136494985E-07
2024.09.08 17:00:00,4.6782409413E-07
2024.09.08 18:00:00,4.68057436365E-07
2024.09.08 19:00:00,4.67170195861E-07
2024.09.08 20:00:00,4.67984165198E-07
2024.09.08 21:00:00,4.66128085463E-07
2024.09.08 22:00:00,4.66245495545E-07
2024.09.08 23:00:00,4.66562653401E-07
2024.09.09 00:00:00,4.67576313667E-07
2024.09.09 01:00:00,4.68479782967E-07
2024.09.09 02:00:00,4.68842500823E-07
2024.09.09 03:00:00,4.69130156944E-07
2024.09.09 04:00:00,4.68069970339E-07
2024.09.09 05:00:00,4.67932750325E-07
2024.09.09 06:00:00,4.68396990527E-07
2024.09.09 07:00:00,4.68681434995E-07
2024.09.09 08:00:00,4.68928618602E-07
2024.09.09 09:00:00,4.6948440513E-07
2024.09.09 10:00:00,4.69664115599E-07
2024.09.09 11:00:00,4.69700097483E-07
2024.09.09 12:00:00,4.69676422199E-07
2024.09.09 13:00:00,4.69457063446E-07
2024.09.09 14:00:00,4.69033778927E-07
2024.09.09 15:00:00,4.68597136205E-07
2024.09.09 16:00:00,4.68247804974E-07
2024.09.09 17:00:00,4.68017816502E-07
2024.09.09 18:00:00,4.67982687269E-07
2024.09.09 19:00:00,4.68211794669E-07
2024.09.09 20:00:00,4.68746264914E-07
2024.09.09 21:00:00,4.69580442086E-07
2024.09.09 22:00:00,4.70418569876E-07
2024.09.09 23:00:00,4.71351285114E-07
2024.09.10 00:00:00,4.72091414849E-07
2024.09.10 01:00:00,4.72821596986E-07
2024.09.10 02:00:00,4.73379770938E-07
2024.09.10 03:00:00,4.73922739275E-07
2024.09.10 04:00:00,4.74291539376E-07
2024.09.10 05:00:00,4.74722412491E-07
2024.09.10 06:00:00,4.75006629586E-07
2024.09.10 07:00:00,4.75250203635E-07
2024.09.10 08:00:00,4.75338453043E-07
2024.09.10 09:00:00,4.75404306144E-07
2024.09.10 10:00:00,4.75480277373E-07
2024.09.10 11:00:00,4.75386144672E-07
2024.09.10 12:00:00,4.74715875498E-07
2024.09.10 13:00:00,4.75102183373E-07
2024.09.10 14:00:00,4.75415077972E-07
2024.09.10 15:00:00,4.75369176911E-07
2024.09.10 16:00:00,4.75432898384E-07
2024.09.10 17:00:00,4.75747697237E-07
2024.09.10 18:00:00,4.76208896316E-07
2024.09.10 19:00:00,4.77044068248E-07
2024.09.10 20:00:00,4.77758931083E-07
2024.09.10 21:00:00,4.78238064261E-07
2024.09.10 22:00:00,4.78659558212E-07
2024.09.10 23:00:00,4.79139998788E-07
2024.09.11 00:00:00,4.79563880162E-07
2024.09.11 01:00:00,4.79951836496E-07
2024.09.11 02:00:00,4.8037071565E-07
2024.09.11 03:00:00,4.80796643387E-07
2024.09.11 04:00:00,4.81024073906E-07
2024.09.11 05:00:00,4.81363429117E-07
2024.09.11 06:00:00,4.816870387E-07
2024.09.11 07:00:00,4.82248879052E-07
2024.09.11 08:00:00,4.8270788966E-07
2024.09.11 09:00:00,4.8309163958E-07
2024.09.11 10:00:00,4.83371820792E-07
2024.09.11 11:00:00,4.83291728415E-07
2024.09.11 12:00:00,4.83184635414E-07
2024.09.11 13:00:00,4.83112728489E-07
2024.09.11 14:00:00,4.83178439481E-07
2024.09.11 15:00:00,4.83354483549E-07
2024.09.11 16:00:00,4.83583391997E-07
2024.09.11 17:00:00,4.84076736029E-07
2024.09.11 18:00:00,4.84747204155E-07
2024.09.11 19:00:00,4.85560292418E-07
2024.09.11 20:00:00,4.86469048155E-07
2024.09.11 21:00:00,4.87370982682E-07
2024.09.11 22:00:00,4.88267403398E-07
2024.09.11 23:00:00,4.89033595841E-07
2024.09.12 00:00:00,4.89401429604E-07
2024.09.12 01:00:00,4.89817693961E-07
2024.09.12 02:00:00,4.90226796046E-07
2024.09.12 03:00:00,4.90601053116E-07
2024.09.12 04:00:00,4.90787272156E-07
2024.09.12 05:00:00,4.9117971912E-07
2024.09.12 06:00:00,4.91563582727E-07
2024.09.12 07:00:00,4.9197961971E-07
2024.09.12 08:00:00,4.92359959026E-07
2024.09.12 09:00:00,4.92662877605E-07
2024.09.12 10:00:00,4.92910885441E-07
2024.09.12 11:00:00,4.93079710395E-07
2024.09.12 12:00:00,4.93185723371E-07
2024.09.12 13:00:00,4.93271670621E-07
2024.09.12 14:00:00,4.93444019867E-07
2024.09.12 15:00:00,4.93790309974E-07
2024.09.12 16:00:00,4.94283256103E-07
2024.09.12 17:00:00,4.94834353049E-07
2024.09.12 18:00:00,4.95287679314E-07
2024.09.12 19:00:00,4.95617371143E-07
2024.09.12 20:00:00,4.95843664794E-07
2024.09.12 21:00:00,4.9603346497E-07
2024.09.12 22:00:00,4.96285281315E-07
2024.09.12 23:00:00,4.9658098078E-07
2024.09.13 00:00:00,4.96839334119E-07
2024.09.13 01:00:00,4.97046755754E-07
2024.09.13 02:00:00,4.9711053407E-07
2024.09.13 03:00:00,4.97069322591E-07
2024.09.13 04:00:00,4.97258270116E-07
2024.09.13 05:00:00,4.97341488881E-07
2024.09.13 06:00:00,4.97397024901E-07
2024.09.13 07:00:00,4.97424878176E-07
2024.09.13 08:00:00,4.97515259212E-07
2024.09.13 09:00:00,4.97664643717E-07
2024.09.13 10:00:00,4.98071642596E-07
2024.09.13 11:00:00,4.99229031448E-07
2024.09.13 12:00:00,5.01023521338E-07
2024.09.13 13:00:00,5.02805505675E-07
2024.09.13 14:00:00,5.0423977882E-07
2024.09.13 15:00:00,5.0513477845E-07
2024.09.13 16:00:00,5.06055926053E-07
2024.09.13 17:00:00,5.06371293341E-07
2024.09.13 18:00:00,5.05759658154E-07
2024.09.13 19:00:00,5.048044045E-07
2024.09.13 20:00:00,5.03776504956E-07
2024.09.13 21:00:00,5.02753096043E-07
2024.09.13 22:00:00,5.01865201841E-07
2024.09.13 23:00:00,5.01143290421E-07
2024.09.14 00:00:00,5.00552346239E-07
2024.09.14 01:00:00,5.00121927871E-07
2024.09.14 02:00:00,4.99822704114E-07
2024.09.14 03:00:00,4.99585325997E-07
2024.09.14 04:00:00,4.99344423588E-07
2024.09.14 05:00:00,4.99068107729E-07
2024.09.14 06:00:00,4.98753990996E-07
2024.09.14 07:00:00,4.98425322348E-07
2024.09.14 08:00:00,4.98045494624E-07
2024.09.14 09:00:00,4.97533960697E-07
2024.09.14 10:00:00,4.97046926284E-07
2024.09.14 11:00:00,4.96624465995E-07
2024.09.14 12:00:00,4.96206837397E-07
2024.09.14 13:00:00,4.95879419304E-07
2024.09.14 14:00:00,4.95590484206E-07
2024.09.14 15:00:00,4.95282108659E-07
2024.09.14 16:00:00,4.94904782045E-07
2024.09.14 17:00:00,4.94334472023E-07
2024.09.14 18:00:00,4.93641209687E-07
2024.09.14 19:00:00,4.92992512591E-07
2024.09.14 20:00:00,4.92407991715E-07
2024.09.14 21:00:00,4.91879404763E-07
2024.09.14 22:00:00,4.91398338909E-07
2024.09.14 23:00:00,4.90945183174E-07
2024.09.15 00:00:00,4.90518630158E-07
2024.09.15 01:00:00,4.90198658554E-07
2024.09.15 02:00:00,4.90016475396E-07
2024.09.15 03:00:00,4.90004879339E-07
2024.09.15 04:00:00,4.90140052989E-07
2024.09.15 05:00:00,4.90329682634E-07
2024.09.15 06:00:00,4.90666081987E-07
2024.09.15 07:00:00,4.91043920192E-07
2024.09.15 08:00:00,4.9084968623E-07
2024.09.15 09:00:00,4.90259253638E-07
2024.09.15 10:00:00,4.89450144414E-07
2024.09.15 11:00:00,4.88850275815E-07
2024.09.15 12:00:00,4.88568673518E-07
2024.09.15 13:00:00,4.88488467454E-07
2024.09.15 14:00:00,4.88452030822E-07
2024.09.15 15:00:00,4.88234832119E-07
2024.09.15 16:00:00,4.87433112539E-07
2024.09.15 17:00:00,4.86619569529E-07
2024.09.15 18:00:00,4.86432725211E-07
2024.09.15 19:00:00,4.8642971251E-07
2024.09.15 20:00:00,4.8601140179E-07
2024.09.15 21:00:00,4.85251973714E-07
2024.09.15 22:00:00,4.84785061872E-07
2024.09.15 23:00:00,4.84741462969E-07
2024.09.16 00:00:00,4.84720374061E-07
2024.09.16 01:00:00,4.84791826239E-07
2024.09.16 02:00:00,4.84793531541E-07
2024.09.16 03:00:00,4.84605493511E-07
2024.09.16 04:00:00,4.84387385313E-07
2024.09.16 05:00:00,4.84274721657E-07
2024.09.16 06:00:00,4.84128520384E-07
2024.09.16 07:00:00,4.84170755044E-07
2024.09.16 08:00:00,4.84254826461E-07
2024.09.16 09:00:00,4.84249312649E-07
2024.09.16 10:00:00,4.84088957364E-07
2024.09.16 11:00:00,4.83531664486E-07
2024.09.16 12:00:00,4.82634789023E-07
2024.09.16 13:00:00,4.81646907247E-07
2024.09.16 14:00:00,4.80836604311E-07
2024.09.16 15:00:00,4.80181597595E-07
2024.09.16 16:00:00,4.79827974686E-07
2024.09.16 17:00:00,4.79560981148E-07
2024.09.16 18:00:00,4.79393804653E-07
2024.09.16 19:00:00,4.79356117467E-07
2024.09.16 20:00:00,4.79270113374E-07
2024.09.16 21:00:00,4.79458321934E-07
2024.09.16 22:00:00,4.79645109408E-07
2024.09.16 23:00:00,4.79873108361E-07
2024.09.17 00:00:00,4.80150390558E-07
2024.09.17 01:00:00,4.80469282138E-07
2024.09.17 02:00:00,4.80783114654E-07
2024.09.17 03:00:00,4.81106781081E-07
2024.09.17 04:00:00,4.81328299884E-07
2024.09.17 05:00:00,4.81573351863E-07
2024.09.17 06:00:00,4.81617291825E-07
2024.09.17 07:00:00,4.81742176817E-07
2024.09.17 08:00:00,4.81704773847E-07
2024.09.17 09:00:00,4.81324718749E-07
2024.09.17 10:00:00,4.80567962313E-07
2024.09.17 11:00:00,4.79658751829E-07
2024.09.17 12:00:00,4.78653817026E-07
2024.09.17 13:00:00,4.77674802823E-07
2024.09.17 14:00:00,4.76672283867E-07
2024.09.17 15:00:00,4.75656236176E-07
2024.09.17 16:00:00,4.74651614013E-07
2024.09.17 17:00:00,4.73650629829E-07
2024.09.17 18:00:00,4.7269196557E-07
2024.09.17 19:00:00,4.71859948448E-07
2024.09.17 20:00:00,4.71098815069E-07
2024.09.17 21:00:00,4.70457450774E-07
2024.09.17 22:00:00,4.69997075925E-07
2024.09.17 23:00:00,4.6964302669E-07
2024.09.18 00:00:00,4.6928803954E-07
2024.09.18 01:00:00,4.68914805651E-07
2024.09.18 02:00:00,4.68554503641E-07
2024.09.18 03:00:00,4.68305103141E-07
2024.09.18 04:00:00,4.68265653808E-07
2024.09.18 05:00:00,4.6851823754E-07
