Time [yyyy.MM.dd HH:mm:ss],NH4 [gN/m3]
2024.09.17 07:00:00,1.48999220073E-06
2024.09.17 08:00:00,1.48692129187E-06
2024.09.17 09:00:00,1.48380252085E-06
2024.09.17 10:00:00,1.47998537159E-06
2024.09.17 11:00:00,1.47582215959E-06
2024.09.17 12:00:00,1.47103457948E-06
2024.09.17 13:00:00,1.46593174577E-06
2024.09.17 14:00:00,1.46110403421E-06
2024.09.17 15:00:00,1.45673982388E-06
2024.09.17 16:00:00,1.45307774346E-06
2024.09.17 17:00:00,1.45008141317E-06
2024.09.17 18:00:00,1.44741841268E-06
2024.09.17 19:00:00,1.44455509599E-06
2024.09.17 20:00:00,1.44098532928E-06
2024.09.17 21:00:00,1.43662839491E-06
2024.09.17 22:00:00,1.4316638044E-06
2024.09.17 23:00:00,1.42618694099E-06
2024.09.18 00:00:00,1.42033434258E-06
2024.09.18 01:00:00,1.41440227708E-06
2024.09.18 02:00:00,1.40886243116E-06
2024.09.18 03:00:00,1.40429608564E-06
2024.09.18 04:00:00,1.40106101298E-06
2024.09.18 05:00:00,1.39921735354E-06
2024.09.18 06:00:00,1.39769281304E-06
2024.09.18 07:00:00,1.3952384279E-06
2024.09.18 08:00:00,1.39209180361E-06
2024.09.18 09:00:00,1.38843972763E-06
2024.09.18 10:00:00,1.38423979479E-06
2024.09.18 11:00:00,1.37918698329E-06
2024.09.18 12:00:00,1.37369806907E-06
2024.09.18 13:00:00,1.36797746109E-06
2024.09.18 14:00:00,1.36252788252E-06
2024.09.18 15:00:00,1.35784705435E-06
2024.09.18 16:00:00,1.35420543756E-06
2024.09.18 17:00:00,1.35146592584E-06
2024.09.18 18:00:00,1.34938306928E-06
2024.09.18 19:00:00,1.34793901907E-06
2024.09.18 20:00:00,1.34698245802E-06
2024.09.18 21:00:00,1.34527601858E-06
2024.09.18 22:00:00,1.34356980652E-06
2024.09.18 23:00:00,1.34216020342E-06
2024.09.19 00:00:00,1.34074150537E-06
2024.09.19 01:00:00,1.33947582981E-06
2024.09.19 02:00:00,1.33851017381E-06
