cluster,Latitude,Longitude,Weight
0,62.46990043157276,6.409889793579781,17.676161030792215
1,62.48062282738715,6.511984596957585,46.69145159070592
2,62.47696695706289,6.42694423893512,10.5743220471517
3,62.47516190514074,6.4488620073771,16.928561868918447
4,62.47398882303076,6.484957173884503,1.7739875240175471
5,62.47393917549866,6.413959424197514,1.6298593060471696
