cluster,Latitude,Longitude,Weight
0,62.46990043157276,6.409889793579781,7.159725510612109
1,62.48062282738715,6.511984596957585,18.91236318220534
2,62.47696695706289,6.42694423893512,4.283127042491473
3,62.47516190514074,6.4488620073771,6.856910618755472
4,62.47398882303076,6.484957173884503,0.7185532938453206
5,62.47393917549866,6.413959424197514,0.6601741878163614
