label,sensitivity,longitude,latitude,time
1,0.0,6.401947,62.465779,
2,7.159725510612109,6.409889793579781,62.46990043157276,
3,0.6601741878163614,6.413959424197514,62.47393917549866,
4,4.283127042491473,6.42694423893512,62.47696695706289,
5,6.856910618755472,6.4488620073771,62.47516190514074,
6,0.0,6.401947,62.465779,
