Unnamed: 0,Depth-averaged uncertainty,Longitude,Latitude,time,cluster
0,1.0,6.409397297392903,62.47000313606216,2024-11-20,0
1,0.9645821970600439,6.511032796228493,62.48120400867616,2024-11-20,1
2,0.9539609428870446,6.512189739402536,62.480128370418456,2024-11-20,1
3,0.9220152171676161,6.51274566136189,62.48053234577755,2024-11-20,1
4,0.8883504218341024,6.511338646100247,62.48108800163186,2024-11-20,1
5,0.8805317607308185,6.511982526034625,62.48059473057855,2024-11-20,1
6,0.877837704919546,6.512354075075961,62.480631984756045,2024-11-20,1
7,0.8676330477572133,6.4088045990724645,62.47025513467139,2024-11-20,0
8,0.866854464142565,6.512634426680741,62.48017651585666,2024-11-20,1
9,0.8644763529881965,6.511566129282156,62.4810917773838,2024-11-20,1
10,0.8540659910805976,6.511668773239533,62.48068795253922,2024-11-20,1
11,0.8487873938782332,6.511806453527815,62.480259416442834,2024-11-20,1
12,0.8316784828003683,6.409300252695339,62.46975711136828,2024-11-20,0
13,0.8258046342186033,6.4102879234585854,62.4701818944867,2024-11-20,0
14,0.7868447772465338,6.426774712424253,62.47742905604143,2024-11-20,2
15,0.7788857613641806,6.511982726302946,62.47980862693824,2024-11-20,1
16,0.776087808296895,6.410769020730272,62.46994386443525,2024-11-20,0
17,0.7739697152107479,6.448730869838617,62.47534140611217,2024-11-20,3
18,0.7733994421927994,6.511234475597598,62.48067144898748,2024-11-20,1
19,0.7723218060167027,6.5118312193525165,62.48103239761053,2024-11-20,1
20,0.7719848358392807,6.51320461871685,62.4806112606998,2024-11-20,1
21,0.7654922087141427,6.410608552421655,62.46956347096044,2024-11-20,0
22,0.7578928455839765,6.40891330961421,62.47055155511625,2024-11-20,0
23,0.7469001935357436,6.42608997509395,62.47729756972439,2024-11-20,2
24,0.7466703871142341,6.449495331960813,62.47527829960239,2024-11-20,3
25,0.7415782791825009,6.511020511989864,62.48077856448007,2024-11-20,1
26,0.7403532358419668,6.448530336727035,62.47566723297385,2024-11-20,3
27,0.7358573924154386,6.510589339632902,62.481148229425,2024-11-20,1
28,0.7348801177635741,6.427219129520752,62.47685797664052,2024-11-20,2
29,0.7280030689207327,6.512156655402384,62.48106727138264,2024-11-20,1
30,0.7185532938453206,6.484957173884503,62.47398882303076,2024-11-20,4
31,0.7122360792956205,6.426554361643276,62.47674277377772,2024-11-20,2
32,0.7086968349710697,6.512438091792276,62.48100084333007,2024-11-20,1
33,0.7031038288886424,6.44975553037535,62.47501807476544,2024-11-20,3
34,0.6980228248744222,6.511565268527438,62.47978083833545,2024-11-20,1
35,0.6939226781491661,6.511384086179118,62.48023166501455,2024-11-20,1
36,0.6864460975882503,6.448206379721543,62.475115437390365,2024-11-20,3
37,0.679058510181749,6.40989256265097,62.46946308015436,2024-11-20,0
38,0.6692361296364905,6.513234088009438,62.48097221065068,2024-11-20,1
39,0.6628757572127445,6.427358220831611,62.47716497020272,2024-11-20,2
40,0.6601741878163614,6.413959424197514,62.47393917549866,2024-11-20,5
41,0.6560779730591605,6.411034624181632,62.46938463689998,2024-11-20,0
42,0.6551857427127242,6.449484550773033,62.47478328140637,2024-11-20,3
43,0.6514626183787274,6.512772584001933,62.48104099317121,2024-11-20,1
44,0.6457652004942529,6.447456446015863,62.47527276334809,2024-11-20,3
45,0.6393901174372568,6.427669034096878,62.47630939599055,2024-11-20,2
46,0.6379773098784066,6.448267556132968,62.47483430962509,2024-11-20,3
47,0.6377959078978194,6.448751478450905,62.47469866507163,2024-11-20,3
48,0.6352694164133215,6.513712385794523,62.48047698394021,2024-11-20,1
49,0.632259647161743,6.511185048748245,62.47993141926459,2024-11-20,1
50,0.6296431931284273,6.449941593774881,62.475609581112,2024-11-20,3
