label,sensitivity,longitude,latitude,time
1,0.0,6.401947,62.465779,
2,17.676161030792215,6.409889793579781,62.46990043157276,
3,1.6298593060471696,6.413959424197514,62.47393917549866,
4,10.5743220471517,6.42694423893512,62.47696695706289,
5,16.928561868918447,6.4488620073771,62.47516190514074,
6,0.0,6.401947,62.465779,
