Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.09.26 15:00:00,1.29600221044E-05
2024.09.26 16:00:00,1.29415575429E-05
2024.09.26 17:00:00,1.29237268993E-05
2024.09.26 18:00:00,1.29077561724E-05
2024.09.26 19:00:00,1.28947067424E-05
2024.09.26 20:00:00,1.28861411213E-05
2024.09.26 21:00:00,1.28833244162E-05
2024.09.26 22:00:00,1.28873562062E-05
2024.09.26 23:00:00,1.29041445689E-05
2024.09.27 00:00:00,1.29235504573E-05
2024.09.27 01:00:00,1.29375321194E-05
2024.09.27 02:00:00,1.29499849209E-05
2024.09.27 03:00:00,1.29626441776E-05
2024.09.27 04:00:00,1.29759891934E-05
2024.09.27 05:00:00,1.29890495373E-05
2024.09.27 06:00:00,1.3000682884E-05
2024.09.27 07:00:00,1.30111029648E-05
2024.09.27 08:00:00,1.30188509502E-05
2024.09.27 09:00:00,1.30247508423E-05
2024.09.27 10:00:00,1.30239823193E-05
2024.09.27 11:00:00,1.3000342733E-05
2024.09.27 12:00:00,1.29539594127E-05
2024.09.27 13:00:00,1.2861815776E-05
2024.09.27 14:00:00,1.27729354062E-05
2024.09.27 15:00:00,1.27662115119E-05
2024.09.27 16:00:00,1.27787752717E-05
2024.09.27 17:00:00,1.27749081003E-05
2024.09.27 18:00:00,1.27573439386E-05
2024.09.27 19:00:00,1.27444236568E-05
2024.09.27 20:00:00,1.27366574816E-05
2024.09.27 21:00:00,1.27269377117E-05
2024.09.27 22:00:00,1.27349258037E-05
2024.09.27 23:00:00,1.27686407723E-05
2024.09.28 00:00:00,1.28049232444E-05
2024.09.28 01:00:00,1.28364590637E-05
2024.09.28 02:00:00,1.28561759993E-05
2024.09.28 03:00:00,1.28638503156E-05
2024.09.28 04:00:00,1.2867998521E-05
2024.09.28 05:00:00,1.28586852952E-05
2024.09.28 06:00:00,1.28381789182E-05
2024.09.28 07:00:00,1.28227256937E-05
2024.09.28 08:00:00,1.28141355162E-05
2024.09.28 09:00:00,1.27857902044E-05
2024.09.28 10:00:00,1.27584635266E-05
2024.09.28 11:00:00,1.27354260258E-05
2024.09.28 12:00:00,1.27159719341E-05
2024.09.28 13:00:00,1.26992072182E-05
2024.09.28 14:00:00,1.26858367366E-05
2024.09.28 15:00:00,1.2677704035E-05
2024.09.28 16:00:00,1.26661816466E-05
2024.09.28 17:00:00,1.26516333694E-05
2024.09.28 18:00:00,1.26406775962E-05
2024.09.28 19:00:00,1.26404329421E-05
